ONTOLOGY	ID	Description	setSize	enrichmentScore	NES	pvalue	p.adjust	qvalues	rank	leading_edge
BP	GO:0032735	positive regulation of interleukin-12 production	20	0.6825500381756522	2.124740822061901	2.098768023170399e-5	0.002045799386639036	0.0017570080177323883	1817	tags=60%, list=17%, signal=50%
MF	GO:0042287	MHC protein binding	20	0.7385468023645843	2.2990556768286057	2.098768023170399e-5	0.002045799386639036	0.0017570080177323883	2304	tags=80%, list=21%, signal=63%
BP	GO:0042036	negative regulation of cytokine biosynthetic process	19	0.7052159575197975	2.162772960087694	2.0991204685236885e-5	0.002045799386639036	0.0017570080177323883	1973	tags=63%, list=18%, signal=52%
BP	GO:0060337	type I interferon signaling pathway	56	0.6334918216373595	2.528992078598254	2.188375350140056e-5	0.002045799386639036	0.0017570080177323883	2754	tags=73%, list=26%, signal=55%
BP	GO:0071357	cellular response to type I interferon	56	0.6334918216373595	2.528992078598254	2.188375350140056e-5	0.002045799386639036	0.0017570080177323883	2754	tags=73%, list=26%, signal=55%
BP	GO:0034340	response to type I interferon	59	0.6126864070522942	2.472190289429523	2.194618794715358e-5	0.002045799386639036	0.0017570080177323883	2754	tags=71%, list=26%, signal=53%
BP	GO:0060333	interferon-gamma-mediated signaling pathway	66	0.5556188208958128	2.2942345152323975	2.2088220352086234e-5	0.002045799386639036	0.0017570080177323883	3121	tags=64%, list=29%, signal=45%
BP	GO:0042089	cytokine biosynthetic process	64	0.5337363438764537	2.1893456489198044	2.209407657806942e-5	0.002045799386639036	0.0017570080177323883	2754	tags=55%, list=26%, signal=41%
BP	GO:0042107	cytokine metabolic process	64	0.5337363438764537	2.1893456489198044	2.209407657806942e-5	0.002045799386639036	0.0017570080177323883	2754	tags=55%, list=26%, signal=41%
BP	GO:0006959	humoral immune response	71	0.5012061433277274	2.0975313275475944	2.2217778666488924e-5	0.002045799386639036	0.0017570080177323883	2819	tags=46%, list=26%, signal=35%
BP	GO:0046631	alpha-beta T cell activation	85	0.4811878129191235	2.08328854267414	2.227965421976651e-5	0.002045799386639036	0.0017570080177323883	1763	tags=41%, list=16%, signal=35%
CC	GO:0098802	plasma membrane receptor complex	91	0.47590073621345164	2.0856021685635913	2.2365860750150968e-5	0.002045799386639036	0.0017570080177323883	1809	tags=36%, list=17%, signal=30%
BP	GO:0045580	regulation of T cell differentiation	92	0.5005066404632627	2.1976538706445123	2.2375869861940882e-5	0.002045799386639036	0.0017570080177323883	1740	tags=39%, list=16%, signal=33%
BP	GO:1902107	positive regulation of leukocyte differentiation	96	0.49271123638776715	2.1798046335295904	2.2511368240961685e-5	0.002045799386639036	0.0017570080177323883	2693	tags=48%, list=25%, signal=36%
BP	GO:0002703	regulation of leukocyte mediated immunity	106	0.4217620139787187	1.896709027121106	2.263775071308915e-5	0.002045799386639036	0.0017570080177323883	2252	tags=42%, list=21%, signal=34%
BP	GO:0045619	regulation of lymphocyte differentiation	108	0.48116751166460753	2.170012549636859	2.2699929630218146e-5	0.002045799386639036	0.0017570080177323883	1740	tags=38%, list=16%, signal=32%
BP	GO:0071346	cellular response to interferon-gamma	108	0.4589055260628501	2.0696134433702627	2.2699929630218146e-5	0.002045799386639036	0.0017570080177323883	2754	tags=49%, list=26%, signal=37%
CC	GO:0009897	external side of plasma membrane	114	0.42284878363450795	1.9239460144126665	2.2818546914932458e-5	0.002045799386639036	0.0017570080177323883	2702	tags=43%, list=25%, signal=33%
BP	GO:0034341	response to interferon-gamma	120	0.45944917398459995	2.1078146171875467	2.2926314824155166e-5	0.002045799386639036	0.0017570080177323883	3121	tags=56%, list=29%, signal=40%
BP	GO:1903708	positive regulation of hemopoiesis	123	0.41964575001022786	1.9323072693395837	2.2996435552489364e-5	0.002045799386639036	0.0017570080177323883	2619	tags=41%, list=24%, signal=32%
BP	GO:0050870	positive regulation of T cell activation	128	0.4602331747574617	2.1326623587957227	2.3076035537094728e-5	0.002045799386639036	0.0017570080177323883	2890	tags=47%, list=27%, signal=35%
BP	GO:0002449	lymphocyte mediated immunity	132	0.43563658942274075	2.02893477051524	2.309948950128202e-5	0.002045799386639036	0.0017570080177323883	2479	tags=44%, list=23%, signal=34%
BP	GO:1903039	positive regulation of leukocyte cell-cell adhesion	137	0.46076042779574644	2.1588536867972574	2.312192189414784e-5	0.002045799386639036	0.0017570080177323883	2890	tags=48%, list=27%, signal=36%
BP	GO:0050852	T cell receptor signaling pathway	138	0.39742985353442695	1.8639640648822606	2.3149755770076626e-5	0.002045799386639036	0.0017570080177323883	2035	tags=35%, list=19%, signal=29%
BP	GO:0002460	adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains	147	0.4149551906166562	1.9667561988551883	2.318141777551115e-5	0.002045799386639036	0.0017570080177323883	2319	tags=42%, list=22%, signal=34%
BP	GO:0030217	T cell differentiation	156	0.45380880509141897	2.1677851319088055	2.3432374168150716e-5	0.002045799386639036	0.0017570080177323883	1906	tags=38%, list=18%, signal=32%
BP	GO:0022409	positive regulation of cell-cell adhesion	160	0.42563145417091924	2.041179081416465	2.347583163133554e-5	0.002045799386639036	0.0017570080177323883	2797	tags=44%, list=26%, signal=33%
BP	GO:0050851	antigen receptor-mediated signaling pathway	160	0.39035507187484586	1.8720059319577316	2.347583163133554e-5	0.002045799386639036	0.0017570080177323883	2304	tags=38%, list=21%, signal=30%
BP	GO:0051251	positive regulation of lymphocyte activation	167	0.40457563534704766	1.9521585051419532	2.348961758902565e-5	0.002045799386639036	0.0017570080177323883	2890	tags=45%, list=27%, signal=33%
BP	GO:1902105	regulation of leukocyte differentiation	172	0.4411913106002437	2.137265312392711	2.3567674577549432e-5	0.002045799386639036	0.0017570080177323883	1866	tags=35%, list=17%, signal=30%
CC	GO:0043235	receptor complex	173	0.4178896150707829	2.0256427040081593	2.3604947597016333e-5	0.002045799386639036	0.0017570080177323883	2460	tags=39%, list=23%, signal=30%
BP	GO:0001818	negative regulation of cytokine production	175	0.4103655678501764	1.9927936244648818	2.3629489603024576e-5	0.002045799386639036	0.0017570080177323883	2188	tags=42%, list=20%, signal=34%
BP	GO:1903037	regulation of leukocyte cell-cell adhesion	188	0.41004589050849316	2.010880357066585	2.3789699060306887e-5	0.002045799386639036	0.0017570080177323883	2630	tags=41%, list=24%, signal=32%
BP	GO:0002696	positive regulation of leukocyte activation	190	0.40309716296428294	1.9794000840778916	2.3827678231033168e-5	0.002045799386639036	0.0017570080177323883	2852	tags=45%, list=27%, signal=33%
BP	GO:0050867	positive regulation of cell activation	200	0.3914567749798137	1.9351300847854396	2.392001148160551e-5	0.002045799386639036	0.0017570080177323883	2852	tags=44%, list=27%, signal=33%
BP	GO:0050863	regulation of T cell activation	201	0.4028401205953679	1.9925815965736526	2.395324326913864e-5	0.002045799386639036	0.0017570080177323883	2484	tags=39%, list=23%, signal=30%
BP	GO:0045765	regulation of angiogenesis	208	0.3700713673263569	1.8386976149804497	2.403846153846154e-5	0.002045799386639036	0.0017570080177323883	1908	tags=28%, list=18%, signal=23%
BP	GO:0002250	adaptive immune response	211	0.44309216051237876	2.2054681767604594	2.4070864625457346e-5	0.002045799386639036	0.0017570080177323883	2382	tags=44%, list=22%, signal=35%
BP	GO:0007159	leukocyte cell-cell adhesion	213	0.4059721278153693	2.022692009553672	2.4103355187042036e-5	0.002045799386639036	0.0017570080177323883	2630	tags=42%, list=24%, signal=32%
BP	GO:0030098	lymphocyte differentiation	215	0.39951748004855087	1.9931243716156555	2.412661648330438e-5	0.002045799386639036	0.0017570080177323883	1906	tags=34%, list=18%, signal=28%
BP	GO:0002697	regulation of immune effector process	233	0.3462644668139593	1.7451119731727451	2.428304315096768e-5	0.002045799386639036	0.0017570080177323883	2252	tags=34%, list=21%, signal=27%
BP	GO:1901342	regulation of vasculature development	232	0.35335881508882383	1.779600980173477	2.4291301285009838e-5	0.002045799386639036	0.0017570080177323883	1909	tags=27%, list=18%, signal=23%
BP	GO:0098542	defense response to other organism	236	0.3787421985737417	1.9113044794875222	2.435519618110524e-5	0.002045799386639036	0.0017570080177323883	2346	tags=38%, list=22%, signal=30%
CC	GO:0098797	plasma membrane protein complex	255	0.32786685126698645	1.6709367064128777	2.4485198697387428e-5	0.002045799386639036	0.0017570080177323883	2645	tags=36%, list=25%, signal=28%
BP	GO:0050900	leukocyte migration	250	0.33150502036033713	1.6845673552659455	2.4488196689195808e-5	0.002045799386639036	0.0017570080177323883	2457	tags=34%, list=23%, signal=27%
BP	GO:0022407	regulation of cell-cell adhesion	254	0.3293525716902477	1.677163404542471	2.449479485609308e-5	0.002045799386639036	0.0017570080177323883	2797	tags=39%, list=26%, signal=30%
BP	GO:0051249	regulation of lymphocyte activation	264	0.37362317122084165	1.912288311629124	2.45188181929631e-5	0.002045799386639036	0.0017570080177323883	2484	tags=38%, list=23%, signal=30%
BP	GO:0045785	positive regulation of cell adhesion	266	0.3271461794862951	1.6752827194882338	2.4588148512417014e-5	0.002045799386639036	0.0017570080177323883	2973	tags=39%, list=28%, signal=29%
BP	GO:0001819	positive regulation of cytokine production	276	0.3628370093648484	1.8662626041993802	2.474206398297746e-5	0.002045799386639036	0.0017570080177323883	2258	tags=35%, list=21%, signal=28%
BP	GO:0002683	negative regulation of immune system process	286	0.31447749732982877	1.6236409475208835	2.488428806051859e-5	0.002045799386639036	0.0017570080177323883	2172	tags=30%, list=20%, signal=25%
BP	GO:0009617	response to bacterium	301	0.3233211736846994	1.6795577266756219	2.4974401238730302e-5	0.002045799386639036	0.0017570080177323883	2368	tags=34%, list=22%, signal=27%
BP	GO:0042110	T cell activation	294	0.39571593310352443	2.0496485876688317	2.4993751562109472e-5	0.002045799386639036	0.0017570080177323883	1906	tags=32%, list=18%, signal=27%
BP	GO:1903706	regulation of hemopoiesis	310	0.32286641674382366	1.6818840062958846	2.5173064820641914e-5	0.002045799386639036	0.0017570080177323883	1866	tags=27%, list=17%, signal=23%
BP	GO:0002521	leukocyte differentiation	316	0.37521598860279604	1.957889255247713	2.5290844714213454e-5	0.002045799386639036	0.0017570080177323883	2407	tags=36%, list=22%, signal=29%
BP	GO:0002694	regulation of leukocyte activation	316	0.34396973241303375	1.7948452722648485	2.5290844714213454e-5	0.002045799386639036	0.0017570080177323883	2484	tags=35%, list=23%, signal=28%
BP	GO:0002757	immune response-activating signal transduction	335	0.31760103313556753	1.6672807577672304	2.5462786138059226e-5	0.002045799386639036	0.0017570080177323883	3099	tags=41%, list=29%, signal=30%
BP	GO:0050865	regulation of cell activation	343	0.3297313699407202	1.7351203896420213	2.5538870160384105e-5	0.002045799386639036	0.0017570080177323883	2890	tags=40%, list=27%, signal=30%
BP	GO:0001525	angiogenesis	352	0.3300584029543582	1.7411775473984634	2.571288987169268e-5	0.002045799386639036	0.0017570080177323883	2487	tags=32%, list=23%, signal=25%
BP	GO:0002253	activation of immune response	371	0.3309662387256817	1.7562299677226654	2.5799127989473957e-5	0.002045799386639036	0.0017570080177323883	2933	tags=39%, list=27%, signal=29%
CC	GO:0009986	cell surface	392	0.2981794913774823	1.590338673459272	2.6136957658128594e-5	0.002045799386639036	0.0017570080177323883	2756	tags=37%, list=26%, signal=29%
BP	GO:0006954	inflammatory response	401	0.29767414855631796	1.5912514362901369	2.6165681092678842e-5	0.002045799386639036	0.0017570080177323883	2336	tags=33%, list=22%, signal=27%
BP	GO:0046649	lymphocyte activation	413	0.3574071619178711	1.9154661382594869	2.632271650434325e-5	0.002045799386639036	0.0017570080177323883	2255	tags=35%, list=21%, signal=28%
BP	GO:0048514	blood vessel morphogenesis	416	0.3215218877482233	1.7237148897401484	2.6443833298074888e-5	0.002045799386639036	0.0017570080177323883	2487	tags=31%, list=23%, signal=25%
BP	GO:0001817	regulation of cytokine production	432	0.35852584480990934	1.9297142384802162	2.6530828823092432e-5	0.002045799386639036	0.0017570080177323883	2188	tags=34%, list=20%, signal=28%
MF	GO:0060089	molecular transducer activity	446	0.28505074531196883	1.5392668047459146	2.660494319844627e-5	0.002045799386639036	0.0017570080177323883	2372	tags=31%, list=22%, signal=25%
BP	GO:0030155	regulation of cell adhesion	452	0.287073829391145	1.5517447610585933	2.672010688042752e-5	0.002045799386639036	0.0017570080177323883	2447	tags=31%, list=23%, signal=25%
BP	GO:0019221	cytokine-mediated signaling pathway	457	0.33392908448463615	1.807018638160076	2.675012706310355e-5	0.002045799386639036	0.0017570080177323883	2843	tags=40%, list=26%, signal=31%
BP	GO:0050778	positive regulation of immune response	459	0.3239635279678618	1.7536402597157694	2.678882370275121e-5	0.002045799386639036	0.0017570080177323883	2913	tags=39%, list=27%, signal=30%
BP	GO:0098609	cell-cell adhesion	464	0.2847361532013653	1.5429319096692964	2.681971785656815e-5	0.002045799386639036	0.0017570080177323883	2630	tags=34%, list=24%, signal=27%
BP	GO:0001568	blood vessel development	474	0.2995825915693162	1.626899980454633	2.687377388406654e-5	0.002045799386639036	0.0017570080177323883	1910	tags=25%, list=18%, signal=22%
BP	GO:0001816	cytokine production	476	0.35334425385240587	1.9190474172271543	2.695708432175976e-5	0.002045799386639036	0.0017570080177323883	2258	tags=35%, list=21%, signal=29%
BP	GO:0043207	response to external biotic stimulus	500	0.32504542045016027	1.773614424799303	2.7123057311020097e-5	0.002045799386639036	0.0017570080177323883	2368	tags=34%, list=22%, signal=28%
BP	GO:0045087	innate immune response	500	0.36567421798674926	1.9953059695481812	2.7123057311020097e-5	0.002045799386639036	0.0017570080177323883	2252	tags=35%, list=21%, signal=29%
BP	GO:0051707	response to other organism	500	0.32504542045016027	1.773614424799303	2.7123057311020097e-5	0.002045799386639036	0.0017570080177323883	2368	tags=34%, list=22%, signal=28%
BP	GO:0001944	vasculature development	497	0.3047636624067136	1.6615945091668218	2.7151041242431648e-5	0.002045799386639036	0.0017570080177323883	2487	tags=31%, list=23%, signal=25%
BP	GO:0051640	organelle localization	427	-0.3104765862473695	-1.6052181257038678	3.207338390236862e-5	0.002363852320515028	0.0020301636157509673	1752	tags=23%, list=16%, signal=20%
BP	GO:0044770	cell cycle phase transition	426	-0.30788142865878054	-1.5913834764613055	3.210169817983371e-5	0.002363852320515028	0.0020301636157509673	1982	tags=28%, list=18%, signal=24%
CC	GO:0005819	spindle	238	-0.3640836960694563	-1.7696968543122937	3.39172757644106e-5	0.0024694825500379855	0.0021208827553688804	2887	tags=40%, list=27%, signal=30%
BP	GO:1902850	microtubule cytoskeleton organization involved in mitosis	75	-0.5204456433604233	-2.1286930070840704	3.63722334369942e-5	0.0026047560111377437	0.002237060596310145	1682	tags=40%, list=16%, signal=34%
BP	GO:0033045	regulation of sister chromatid segregation	50	-0.6020570890040076	-2.276769837541813	3.692762186115214e-5	0.0026047560111377437	0.002237060596310145	1623	tags=44%, list=15%, signal=38%
BP	GO:0007588	excretion	32	-0.6525922404583014	-2.238387525021966	3.76095377787807e-5	0.0026047560111377437	0.002237060596310145	274	tags=12%, list=3%, signal=12%
BP	GO:0033046	negative regulation of sister chromatid segregation	28	-0.6934629401494845	-2.305083960110386	3.7785040902306774e-5	0.0026047560111377437	0.002237060596310145	1623	tags=54%, list=15%, signal=46%
BP	GO:0051985	negative regulation of chromosome segregation	28	-0.6934629401494845	-2.305083960110386	3.7785040902306774e-5	0.0026047560111377437	0.002237060596310145	1623	tags=54%, list=15%, signal=46%
CC	GO:0042101	T cell receptor complex	13	0.7844402707064252	2.161955032264589	4.134281461881925e-5	0.0028200151445257767	0.0024219330846503868	1529	tags=77%, list=14%, signal=66%
BP	GO:0042035	regulation of cytokine biosynthetic process	57	0.5399263279282265	2.163393448430562	4.3821209465381244e-5	0.002914083116126212	0.0025027221304352314	2754	tags=56%, list=26%, signal=42%
BP	GO:0002285	lymphocyte activation involved in immune response	99	0.4203366918053918	1.8687903869853526	4.517323937299544e-5	0.002914083116126212	0.0025027221304352314	1817	tags=38%, list=17%, signal=32%
BP	GO:0043901	negative regulation of multi-organism process	113	0.4101885090857357	1.8638378897803658	4.561939736776077e-5	0.002914083116126212	0.0025027221304352314	2095	tags=37%, list=20%, signal=30%
BP	GO:0071219	cellular response to molecule of bacterial origin	120	0.40354316669262624	1.851334671132479	4.585262964831033e-5	0.002914083116126212	0.0025027221304352314	2132	tags=38%, list=20%, signal=31%
BP	GO:0071222	cellular response to lipopolysaccharide	118	0.39958786687248143	1.8277181166191716	4.5856834961250974e-5	0.002914083116126212	0.0025027221304352314	2132	tags=38%, list=20%, signal=31%
BP	GO:0010594	regulation of endothelial cell migration	123	0.3927125587530614	1.8082902829850986	4.599287110497873e-5	0.002914083116126212	0.0025027221304352314	2172	tags=33%, list=20%, signal=27%
BP	GO:0045766	positive regulation of angiogenesis	123	0.39481909491268075	1.8179900717575572	4.599287110497873e-5	0.002914083116126212	0.0025027221304352314	2048	tags=31%, list=19%, signal=25%
BP	GO:0060326	cell chemotaxis	150	0.3682425671426619	1.7505533257543113	4.646084512277278e-5	0.002914083116126212	0.0025027221304352314	2317	tags=37%, list=22%, signal=29%
BP	GO:0042063	gliogenesis	183	0.367902032438263	1.797891438928926	4.745296225116853e-5	0.002914083116126212	0.0025027221304352314	2777	tags=43%, list=26%, signal=32%
CC	GO:1990234	transferase complex	479	-0.29882187386365366	-1.5604995864223703	4.7637951568082575e-5	0.002914083116126212	0.0025027221304352314	2108	tags=27%, list=20%, signal=23%
CC	GO:0098552	side of membrane	225	0.33725002457680064	1.6925866064968138	4.8415599506160884e-5	0.002914083116126212	0.0025027221304352314	2973	tags=41%, list=28%, signal=30%
BP	GO:0002429	immune response-activating cell surface receptor signaling pathway	224	0.3344772307380256	1.6770034833212577	4.8467224039743126e-5	0.002914083116126212	0.0025027221304352314	3121	tags=42%, list=29%, signal=30%
BP	GO:0044772	mitotic cell cycle phase transition	398	-0.3182122190959933	-1.6344236899759297	4.856805193543687e-5	0.002914083116126212	0.0025027221304352314	1982	tags=29%, list=18%, signal=24%
MF	GO:0004888	transmembrane signaling receptor activity	297	0.3032889053407747	1.572814778701122	5.000125003125078e-5	0.0029725513780046336	0.0025529368316293856	2372	tags=32%, list=22%, signal=25%
BP	GO:0002764	immune response-regulating signaling pathway	353	0.30301422702604597	1.5989122192379286	5.1421813133131074e-5	0.003029212264569903	0.0026015992921996555	2313	tags=30%, list=22%, signal=24%
MF	GO:0038023	signaling receptor activity	418	0.28638039301489476	1.5365824925871563	5.281643647503103e-5	0.0030833379131369465	0.0026480843968088113	2372	tags=31%, list=22%, signal=25%
CC	GO:0000777	condensed chromosome kinetochore	68	-0.5186870122202984	-2.0846479114075045	5.465775138010822e-5	0.0031589312932443717	0.0027130067815761853	2403	tags=47%, list=22%, signal=37%
BP	GO:0007052	mitotic spindle organization	60	-0.544316922282741	-2.13550841312958	5.5086301872934264e-5	0.0031589312932443717	0.0027130067815761853	2073	tags=48%, list=19%, signal=39%
MF	GO:0003823	antigen binding	37	0.5743886082121583	2.093172280324781	6.414916819911902e-5	0.0036086802124591913	0.003099267752318348	2645	tags=62%, list=25%, signal=47%
BP	GO:0007346	regulation of mitotic cell cycle	430	-0.30657164988620283	-1.585714945523548	6.422813834741e-5	0.0036086802124591913	0.003099267752318348	2019	tags=27%, list=19%, signal=23%
BP	GO:0032623	interleukin-2 production	46	0.5333035953907861	2.039708901156645	6.512112529304507e-5	0.0036086802124591913	0.003099267752318348	1740	tags=43%, list=16%, signal=37%
BP	GO:0045582	positive regulation of T cell differentiation	56	0.5250170971568093	2.0959451006114094	6.565126050420168e-5	0.0036086802124591913	0.003099267752318348	1866	tags=41%, list=17%, signal=34%
BP	GO:0045621	positive regulation of lymphocyte differentiation	62	0.5085605754319533	2.0718812248603022	6.616090331686662e-5	0.0036086802124591913	0.003099267752318348	2563	tags=48%, list=24%, signal=37%
BP	GO:0048525	negative regulation of viral process	65	0.4955862659154644	2.039197152928693	6.627051624732157e-5	0.0036086802124591913	0.003099267752318348	3089	tags=58%, list=29%, signal=42%
BP	GO:0051092	positive regulation of NF-kappaB transcription factor activity	111	0.39981229921740663	1.8115397231616004	6.830134553650706e-5	0.0036660541489775783	0.0031485426065049477	2455	tags=41%, list=23%, signal=32%
BP	GO:0060759	regulation of response to cytokine stimulus	114	0.40429486679493826	1.8395263927020153	6.845564074479737e-5	0.0036660541489775783	0.0031485426065049477	1833	tags=32%, list=17%, signal=26%
BP	GO:0009615	response to virus	209	0.33045324812167487	1.6425822406796562	7.220911760458288e-5	0.003835369525227025	0.003293956900564536	2135	tags=33%, list=20%, signal=27%
BP	GO:0050000	chromosome localization	44	-0.5910084460748887	-2.1752263110866097	7.427627058845375e-5	0.0038815341404288732	0.0033336047759011463	1623	tags=43%, list=15%, signal=37%
BP	GO:0051303	establishment of chromosome localization	44	-0.5910084460748887	-2.1752263110866097	7.427627058845375e-5	0.0038815341404288732	0.0033336047759011463	1623	tags=43%, list=15%, signal=37%
BP	GO:0046641	positive regulation of alpha-beta T cell proliferation	11	0.8263625221973595	2.1675434003411085	8.230960758894582e-5	0.004266930057410951	0.0036645970132442663	499	tags=64%, list=5%, signal=61%
BP	GO:0032729	positive regulation of interferon-gamma production	32	0.6050899476924513	2.127923608132999	8.542627712284299e-5	0.004393351394889068	0.0037731723237132073	499	tags=34%, list=5%, signal=33%
BP	GO:0032649	regulation of interferon-gamma production	48	0.5172278190359826	1.9963056292354158	8.694896095991653e-5	0.004396241823829767	0.0037756547307647792	499	tags=27%, list=5%, signal=26%
BP	GO:0033077	T cell differentiation in thymus	49	0.5203868498336455	2.018751326497976	8.696597456245244e-5	0.004396241823829767	0.0037756547307647792	1866	tags=49%, list=17%, signal=41%
BP	GO:0032609	interferon-gamma production	54	0.5174272970769308	2.0497014146604955	8.751777704846296e-5	0.004396241823829767	0.0037756547307647792	554	tags=28%, list=5%, signal=26%
BP	GO:0007088	regulation of mitotic nuclear division	108	-0.4494915550022982	-1.9564432615012635	8.936710218234463e-5	0.004454606324166102	0.003825780317717054	1623	tags=31%, list=15%, signal=26%
BP	GO:0050663	cytokine secretion	125	0.38144712315188634	1.7609273299017105	9.214042200313278e-5	0.004557785760154965	0.0039143946253962485	1961	tags=36%, list=18%, signal=30%
BP	GO:1905818	regulation of chromosome separation	38	-0.6100217817572304	-2.174072565196878	9.365751320570936e-5	0.004597732466462097	0.003948702331089199	1840	tags=45%, list=17%, signal=37%
BP	GO:0002287	alpha-beta T cell activation involved in immune response	38	0.5538762639667326	2.0294697072165153	1.0725931010811738e-4	0.005060242657377061	0.004345923152948753	1740	tags=45%, list=16%, signal=38%
BP	GO:0002293	alpha-beta T cell differentiation involved in immune response	38	0.5538762639667326	2.0294697072165153	1.0725931010811738e-4	0.005060242657377061	0.004345923152948753	1740	tags=45%, list=16%, signal=38%
BP	GO:0002294	CD4-positive, alpha-beta T cell differentiation involved in immune response	38	0.5538762639667326	2.0294697072165153	1.0725931010811738e-4	0.005060242657377061	0.004345923152948753	1740	tags=45%, list=16%, signal=38%
BP	GO:0032663	regulation of interleukin-2 production	38	0.5551578169339302	2.034165472488156	1.0725931010811738e-4	0.005060242657377061	0.004345923152948753	1351	tags=39%, list=13%, signal=35%
BP	GO:0042093	T-helper cell differentiation	38	0.5538762639667326	2.0294697072165153	1.0725931010811738e-4	0.005060242657377061	0.004345923152948753	1740	tags=45%, list=16%, signal=38%
BP	GO:0032101	regulation of response to external stimulus	472	0.27476550753111506	1.491056032669324	1.0776442696265962e-4	0.005060242657377061	0.004345923152948753	2172	tags=28%, list=20%, signal=24%
BP	GO:0043367	CD4-positive, alpha-beta T cell differentiation	47	0.5238067185479153	2.0126193659956026	1.0857291757144098e-4	0.005061528819157824	0.004347027756154552	1906	tags=43%, list=18%, signal=35%
BP	GO:0001906	cell killing	62	0.48965319549754704	1.994852356737515	1.102681721947777e-4	0.005103841113015425	0.00438336711574278	1434	tags=34%, list=13%, signal=30%
BP	GO:0000226	microtubule cytoskeleton organization	311	-0.3214746575281201	-1.6109193555634749	1.1605544134226407e-4	0.005333611772325327	0.00458070263812281	2189	tags=30%, list=20%, signal=25%
BP	GO:0046632	alpha-beta T cell differentiation	61	0.4905165209293558	1.9926017219193721	1.319203201266435e-4	0.00602002587620176	0.005170220404073864	1740	tags=41%, list=16%, signal=35%
BP	GO:1903707	negative regulation of hemopoiesis	90	0.429696254100094	1.8789710127886017	1.3416215732748983e-4	0.006079515940434504	0.0052213126668416545	1818	tags=36%, list=17%, signal=30%
BP	GO:0002443	leukocyte mediated immunity	490	0.27591016736214513	1.5024336893570733	1.3571467347049562e-4	0.006107160306172303	0.005245054668410165	2358	tags=30%, list=22%, signal=24%
BP	GO:1904018	positive regulation of vasculature development	140	0.3619713690535569	1.7019137165335911	1.3894678338196472e-4	0.00617753943265783	0.005305498859724164	2048	tags=29%, list=19%, signal=23%
BP	GO:0042113	B cell activation	142	0.365749051070216	1.7233445330684616	1.391853020321054e-4	0.00617753943265783	0.005305498859724164	2180	tags=37%, list=20%, signal=30%
CC	GO:0000776	kinetochore	92	-0.4714954848574703	-1.997677373748873	1.446366907125165e-4	0.006288275967977828	0.005400603483219426	2296	tags=41%, list=21%, signal=33%
BP	GO:0002768	immune response-regulating cell surface receptor signaling pathway	241	0.31305541973512746	1.5843187787256805	1.4627724413672047e-4	0.006288275967977828	0.005400603483219426	3121	tags=41%, list=29%, signal=30%
BP	GO:0045058	T cell selection	29	0.6159255660929224	2.1137251387731313	1.4900908955446283e-4	0.006288275967977828	0.005400603483219426	1763	tags=59%, list=16%, signal=49%
BP	GO:0002709	regulation of T cell mediated immunity	34	0.5759869569448977	2.056279495172102	1.4944810948141506e-4	0.006288275967977828	0.005400603483219426	2457	tags=53%, list=23%, signal=41%
