x
658	349
659	498
660	493
661	1515
662	551
663	93
664	321
665	432
666	3734
667	3186
668	3277
669	77
670	444
671	1548
672	288
673	209
674	6572
675	272
676	6415
677	507
678	163
679	252
680	3001
681	2611
682	1589
683	251
684	1026
685	3490
686	3315
687	8794
688	591
689	5129
690	2534
691	1564
692	1833
693	390
694	9139
695	7319
696	76
697	386
698	6926
699	128
700	2836
701	486
702	517
703	3583
704	624
705	2273
706	59
707	6803
708	1719
709	1308
710	255
711	1947
712	1234
713	2689
714	1619
715	2957
716	936
717	3341
718	260
719	109
720	2689
721	1702
722	689
723	859
724	762
725	6149
726	1007
727	1800
728	301
729	105
730	12602
731	5553
732	3269
733	6356
734	1781
735	395
736	5965
737	7813
738	5588
739	3134
740	1744
741	1170
742	2611
743	5393
744	1317
745	6551
746	1361
747	1224
748	3342
749	3328
750	469
751	921
752	3747
753	4789
754	88
755	299
756	490
757	2705
758	5223
759	736
760	18151
761	1616
762	2560
763	2180
764	115
765	2381
766	434
767	96
768	8069
769	1355
770	2390
771	2378
772	110
773	1717
774	719
775	3977
776	3238
777	221
778	9364
779	30
780	478
781	4825
782	462
783	7431
784	94
785	7398
786	303
787	152
788	215
789	319
790	7682
791	1003
792	4577
793	957
794	2106
795	4837
796	3625
797	5128
798	259
799	7270
800	13469
801	483
802	3876
803	573
804	1665
805	1966
806	1668
807	4673
808	3435
809	5190
810	2064
811	260
812	2665
813	497
814	1539
815	5285
816	1496
817	139
818	1362
819	2870
820	8425
821	523
822	463
823	10115
824	72
825	106
826	597
827	111
828	145
829	1302
830	3061
831	3412
832	60
833	5753
834	4413
835	5706
836	3098
837	4439
838	2340
839	8161
840	101
841	1890
842	429
843	2321
844	1317
845	1722
846	7800
847	691
848	4880
849	81
850	272
851	2702
852	107
853	2004
854	2104
855	2186
856	563
857	340
858	2287
859	594
860	107
861	1446
862	1963
863	4786
864	386
865	509
866	75
867	120
868	2629
869	101
870	350
871	378
872	330
873	35453
874	104
875	446
876	468
877	33
878	2536
879	503
880	6597
881	135
882	360
883	3656
884	304
885	1107
886	4974
887	7825
888	568
889	62
890	4203
891	1196
892	154
893	2662
894	113
895	4830
896	558
897	4010
898	2996
899	3281
900	701
901	6247
902	107
903	889
904	1523
905	3495
906	241
907	3196
908	3104
909	419
910	2381
911	2451
912	1005
913	3247
914	614
915	2347
916	54
917	183
918	3045
919	127
920	723
921	1185
922	404
923	1401
924	5384
925	92
926	89
927	4177
928	296
929	1316
930	471
931	921
932	265
933	5460
934	3324
935	4318
936	509
937	1459
938	304
939	423
940	396
941	91
942	1639
943	14199
944	2240
945	1134
946	454
947	597
948	569
949	6896
950	662
951	8970
952	397
953	2044
954	2069
955	12550
956	762
957	421
958	1126
959	604
960	3608
961	6745
962	901
963	118
964	487
965	4107
966	1106
967	4067
968	1136
969	2036
970	1945
971	1320
972	681
973	4599
974	439
975	3085
976	584
977	89
978	413
979	843
980	2600
981	5088
982	120
983	2134
984	1515
985	6688
986	1959
987	240
988	997
989	2437
990	592
991	1375
992	21733
993	127
994	418
995	10441
996	4714
997	1466
998	4307
999	473
1000	271
