Ensembl_geneID	HGNC.symbol	logFC	t	P.Value	adj.P.Val
ENSG00000130939	UBE4B	-0.450418323061224	-4.9301493364974	4.34495891636595e-06	1.29865349721022e-05
ENSG00000054523	KIF1B	0.0496651187332615	0.595858882425808	0.552944691235284	0.611187713353549
ENSG00000142657	PGD	-0.497739932458118	-6.35994507652753	1.15338719281291e-08	5.16582086490929e-08
ENSG00000160049	DFFA	-0.198353434451096	-3.51178631480632	0.000733414682348991	0.00152048557081519
ENSG00000142655	PEX14	-0.220972418568114	-3.13969324741292	0.0023664958150668	0.00447827159593932
ENSG00000130940	CASZ1	-0.207985625809809	-1.81290757350472	0.0735815224524046	0.103224029130222
ENSG00000272078		-1.11578174779625	-4.39141032905989	3.40195226461249e-05	8.84191618000677e-05
ENSG00000171824	EXOSC10	0.0326343975885122	0.262657330967459	0.793487141264036	0.827750798497866
ENSG00000198793	MTOR	-0.321691312742765	-3.48639588393713	0.000796511044226859	0.0016409104825238
ENSG00000171819	ANGPTL7	2.21353559206964	6.38966925853549	1.01407527294574e-08	4.57850724914526e-08
ENSG00000120942	UBIAD1	-0.296012387734207	-4.14098274777461	8.48298505755543e-05	0.000206381915039095
ENSG00000204624	DISP3	-2.36999592108714	-7.7169543507234	2.82900028687348e-11	1.85996729580443e-10
ENSG00000116661	FBXO2	1.58133663038656	9.31778705985495	2.01258963297091e-14	2.07627526498197e-13
ENSG00000132879	FBXO44	1.16569102842229	11.0101990476667	1.01964965183314e-17	1.69714177489748e-16
ENSG00000116663	FBXO6	0.889426319405947	10.4642149244992	1.15505202189051e-16	1.66109836809779e-15
ENSG00000116670	MAD2L2	0.471058980835335	4.95824778800324	3.89047318105808e-06	1.17299294653136e-05
ENSG00000177674	AGTRAP	-0.230524457488178	-1.75423816539759	0.0832032153406131	0.115226888179721
ENSG00000177000	MTHFR	-0.564696495556434	-4.88253014043034	5.23614816993101e-06	1.54507781675117e-05
ENSG00000011021	CLCN6	-0.90272546157766	-10.0118734045152	8.77340455752843e-16	1.10134925249273e-14
ENSG00000242349	NA	-1.4525203837137	-2.62527335980402	0.0103621257868989	0.017417604000704
ENSG00000175206	NPPA	-0.211496181272	-0.310219577658546	0.757197375406937	0.798326149644111
ENSG00000120937	NPPB	1.45652065169096	1.92153243835422	0.0582111185250888	0.0835383467166885
ENSG00000083444	PLOD1	-0.325616277267977	-1.98164251470643	0.0509398139783498	0.0740742212143764
ENSG00000116688	MFN2	-0.188291131705435	-2.10193943375726	0.0386913940148725	0.0578282857914507
ENSG00000116691	MIIP	-0.277655246798834	-2.39245946629145	0.0190705929372916	0.0302570522482519
ENSG00000028137	TNFRSF1B	0.310841708075955	2.31657744709227	0.0230753604695003	0.0359777413611524
ENSG00000048707	VPS13D	-1.15043491534891	-9.98726600165107	9.80011341834785e-16	1.21987921464905e-14
ENSG00000162496	DHRS3	0.700771609155246	7.17564594801091	3.19686257357533e-10	1.82104572045224e-09
ENSG00000162494	LRRC38	-3.36479758786138	-7.05823913149805	5.38792333448254e-10	2.96479255341129e-09
ENSG00000162493	PDPN	-3.31757803215305	-15.1341790969136	3.09358333896348e-25	1.49471264060998e-23
ENSG00000116731	PRDM2	-0.697680136739514	-11.2277076837731	3.90445343639496e-18	6.90969941471107e-17
ENSG00000189337	KAZN	-0.912059934568981	-5.07387721628648	2.46166176040651e-06	7.66814489002326e-06
ENSG00000171729	TMEM51	0.0672234754692418	0.641201023091457	0.523217263177515	0.582692503026315
ENSG00000142634	EFHD2	-0.451825832969393	-3.41148857199943	0.00101389426926003	0.00204422513129702
ENSG00000132906	CASP9	-1.042794040619	-9.00771040369572	8.20223638645862e-14	7.76409014396844e-13
ENSG00000116138	DNAJC16	-0.247301736966498	-3.94331888474913	0.000170811789488163	0.000393946421086024
ENSG00000197312	DDI2	0.327974177403673	4.50335310848969	2.24051008667863e-05	5.97944197978689e-05
ENSG00000116786	PLEKHM2	0.240579208470911	3.31406955879686	0.00138087043263228	0.00272361991940041
ENSG00000162461	SLC25A34	0.0185488353503427	0.0722596584207856	0.942574876200508	0.954513399964206
ENSG00000162458	FBLIM1	0.179535062029314	1.5193682962779	0.132595991930052	0.174816388261137
ENSG00000233954	UQCRHL	-4.8419610623549	-23.6150266921833	6.75802145963149e-38	1.26074644785792e-35
ENSG00000179743		-0.905951890995516	-7.62266739331489	4.32365586879283e-11	2.76549264902978e-10
ENSG00000065526	SPEN	-0.374164295266899	-3.18095261783447	0.00208679189257861	0.00399227869265288
ENSG00000116809	ZBTB17	0.018506991360324	0.224194658012629	0.823175069091742	0.85355006392159
ENSG00000183888	SRARP	0.377578226292069	0.780781313120385	0.437225916660267	0.500623860930927
ENSG00000173641	HSPB7	-0.271505801979529	-2.94112347538808	0.00427091315233745	0.00772202254168753
ENSG00000184908	CLCNKB	-2.17657086615668	-8.57805745875688	5.75732743904879e-13	4.8636743497675e-12
ENSG00000142627	EPHA2	-0.508266574785149	-3.73641289783391	0.000347857084865734	0.000761724219745116
ENSG00000142632	ARHGEF19	0.101381883043167	0.655173801851528	0.514227658988929	0.574156767709001
ENSG00000132881	CPLANE2	2.03836955811257	16.7156423673742	7.06563546670794e-28	4.86695464558056e-26
ENSG00000037637	FBXO42	-0.0469017437402401	-0.699520804987916	0.486247273817652	0.548247576758055
ENSG00000055070	SZRD1	0.0443916024646223	0.735653698561413	0.464084018269143	0.526662431006348
ENSG00000157191	NECAP2	0.184721107559549	1.70294481655	0.0924447786187302	0.126783568144454
ENSG00000080947	CROCCP3	0.158754478669673	0.692119046884296	0.490858309553804	0.552437899506204
ENSG00000215908	CROCCP2	-6.54784237607464	-34.0079877981155	1.85198702499997e-49	1.13072225999089e-46
ENSG00000058453	CROCC	-0.446584151861013	-3.23364145519096	0.00177443123095538	0.00343580226238902
ENSG00000117122	MFAP2	0.071060271388689	0.282638020524641	0.778181312057501	0.815330061119841
ENSG00000159363	ATP13A2	0.0993885399396737	0.971517821337702	0.33420669411495	0.396280395069916
ENSG00000117118	SDHB	0.222208035485587	2.05068233177989	0.0435583587378712	0.064265803445418
ENSG00000117115	PADI2	-0.915930405582615	-4.6869300785819	1.11647766249899e-05	3.12297541913504e-05
ENSG00000159339	PADI4	-0.859082840071612	-2.52054239791829	0.0136974644763564	0.0224016002491682
ENSG00000074964	ARHGEF10L	-0.104690468477126	-1.30573603586775	0.195369327696641	0.246704974111243
ENSG00000159423	ALDH4A1	-0.671921491431914	-3.56406311879942	0.000618088686828248	0.00129944705610847
ENSG00000169991	IFFO2	-0.183842193688092	-1.58097143657868	0.117814147212734	0.157304137709885
ENSG00000127481	UBR4	-0.411165200631571	-3.58168787267828	0.000583243783214897	0.00123197523134809
ENSG00000127463	EMC1	-0.497954578266547	-9.04865455766859	6.81261313679119e-14	6.51295513547183e-13
ENSG00000053372	MRTO4	0.515546706826195	5.32586561134716	8.93447241762839e-07	2.97786187378622e-06
ENSG00000162482	AKR7A3	7.07059090244608	14.1588917301143	1.54256954573545e-23	5.85304919161541e-22
ENSG00000053371	AKR7A2	0.284438378162577	3.97747636465126	0.000151564260238554	0.000353562199292159
ENSG00000040487	SLC66A1	0.249713303213976	2.456321529617	0.0161929510165226	0.0261108905226809
ENSG00000077549	CAPZB	-0.596000031000386	-10.8255745557003	2.3106380896775e-17	3.66428463052517e-16
ENSG00000173436	MICOS10	-0.0965048538400781	-1.17689698875884	0.242712048017187	0.298927950574624
ENSG00000158747	NBL1	0.132929804359375	0.798013449571859	0.427215434394634	0.490541777636239
ENSG00000162542	TMCO4	-0.532381393588502	-6.80662350141203	1.63928949829236e-09	8.33103917558192e-09
ENSG00000169914	OTUD3	-0.0350613203065351	-0.266032044337495	0.790896130670726	0.825753348400248
ENSG00000188257	PLA2G2A	-1.50585614037822	-3.10913149369194	0.00259581217189286	0.00487786081321557
ENSG00000127472	PLA2G5	-1.71900346220569	-14.0998638542465	1.96190485013723e-23	7.32008498528979e-22
ENSG00000162543	UBXN10	-0.66079725314377	-2.78703787047238	0.006635885911019	0.0115817592979219
ENSG00000162545	CAMK2N1	-0.564975649524776	-3.81064534441557	0.000270214738375795	0.000603512531736562
ENSG00000090432	MUL1	-0.385717653732556	-5.38219101310342	7.10306616519688e-07	2.40081491522206e-06
ENSG00000183114	FAM43B	-1.45196316784027	-6.90998389456838	1.03897890126429e-09	5.45352270487768e-09
ENSG00000158825	CDA	-0.663534744113973	-3.44619321204587	0.000907014113341354	0.00184871222616101
ENSG00000158828	PINK1	0.112313270692662	0.881109671183412	0.380887099816002	0.444065230859174
ENSG00000117242	PINK1-AS	0.081139082659949	0.98008246829219	0.329987878951864	0.391831434766746
ENSG00000244038	DDOST	0.258372736688615	3.67667062355445	0.000425346621990837	0.000918677573015103
ENSG00000117245	KIF17	0.139900430738917	0.884164084090418	0.37924625516131	0.442344190632747
ENSG00000189410	SH2D5	0.269036546485958	0.693816619413851	0.489798670312678	0.551418635457203
ENSG00000127483	HP1BP3	-0.456666262546974	-7.92127295278047	1.12605224571991e-11	7.9064996155305e-11
ENSG00000075151	EIF4G3	-0.258358482482229	-3.80863755543492	0.000272077545261211	0.000606932651119722
ENSG00000117298	ECE1	-0.705441165834409	-6.55481095477942	4.94499489000494e-09	2.35119190663881e-08
ENSG00000142794	NBPF3	2.51756412216787	12.5113702847879	1.4888339748988e-20	3.65594478077526e-19
ENSG00000162551	ALPL	-1.71794086957422	-12.0471327169907	1.09357484035362e-19	2.38456124279705e-18
ENSG00000076864	RAP1GAP	-0.022558803365213	-0.132761224571233	0.894714212567453	0.91390123978753
ENSG00000090686	USP48	-0.242439162702597	-4.42293699984477	3.02613355058968e-05	7.91876599484134e-05
ENSG00000187942	LDLRAD2	-0.701209629945244	-4.3833584842484	3.50494963438606e-05	9.07974609239605e-05
ENSG00000142798	HSPG2	-0.713941174933895	-5.06585002552298	2.54152763723275e-06	7.88766155806615e-06
ENSG00000218510	LINC00339	-1.27867314571052	-8.66985747224529	3.79666221976716e-13	3.26902352153285e-12
ENSG00000070831	CDC42	-0.297285022590533	-4.36914172103862	3.69421713101413e-05	9.52778888321463e-05
ENSG00000184677	ZBTB40	-0.196643343036197	-1.86171113766113	0.0663010670638251	0.0939107806391752
ENSG00000173372	C1QA	-0.105305666811741	-0.399986894407577	0.690227787484469	0.738500847657431
ENSG00000159189	C1QC	-0.874106694412051	-3.34531138582957	0.00125139456473996	0.00248870769819175
ENSG00000173369	C1QB	-1.03836100270775	-3.79768150407825	0.000282460378695122	0.000627939061011732
ENSG00000133216	EPHB2	-0.762465275646448	-3.73920678742928	0.000344584420401071	0.000755666601604438
ENSG00000004487	KDM1A	-0.409512732349238	-9.85675553044011	1.76354938757675e-15	2.10186294356086e-14
ENSG00000169641	LUZP1	-0.68025363604865	-4.70733844541461	1.03239858817342e-05	2.90229757981276e-05
ENSG00000125944	HNRNPR	0.121435127102121	1.72454233242693	0.0884559166021729	0.121710701884899
ENSG00000125945	ZNF436	0.475788984696403	4.94274218142465	4.13520264157337e-06	1.2395456791255e-05
ENSG00000249087	ZNF436-AS1	1.14869894538908	4.70297162852962	1.04985461102797e-05	2.94890153394558e-05
ENSG00000204219	TCEA3	-0.330304481655694	-2.52535266905841	0.0135252650773792	0.0221496416141621
ENSG00000088280	ASAP3	-0.437300579172724	-4.75876997178008	8.46904435406974e-06	2.41828664463998e-05
ENSG00000117318	ID3	-0.132894090631049	-0.797400331440846	0.427569256629472	0.490864124362998
ENSG00000142676	RPL11	0.133195079208646	0.963239315096493	0.338318086971351	0.400483700026367
ENSG00000011007	ELOA	-0.09516854963735	-2.1771925586996	0.0324011428424773	0.0491265549904228
ENSG00000057757	PITHD1	0.101832739511899	1.91199765428582	0.0594416766494894	0.0851466994514175
ENSG00000011009	LYPLA2	0.463238869260566	6.07744521999645	3.88491336684896e-08	1.59627275446666e-07
ENSG00000117308	GALE	0.390359670277831	3.74904427360374	0.00033329309867053	0.000732939243834734
ENSG00000117305	HMGCL	0.811945324658892	8.15460267825749	3.92197031903757e-12	2.95125520029763e-11
ENSG00000179163	FUCA1	0.118550144846596	0.896436842455784	0.372698035359472	0.435766017666123
ENSG00000188529	SRSF10	0.205884155882801	2.28823732399238	0.0247520194827436	0.0383382294386776
ENSG00000142661	MYOM3	-0.180711045499244	-1.37247265520554	0.173736260691883	0.222674184505092
ENSG00000185436	IFNLR1	0.13316719336215	0.855862346333317	0.394619577189077	0.457968736893355
ENSG00000001460	STPG1	-2.00349332452025	-15.2026977734505	2.36134563759969e-25	1.15336707651778e-23
ENSG00000001461	NIPAL3	0.538464826710077	4.9175034746501	4.56603477679418e-06	1.36109585268308e-05
ENSG00000117602	RCAN3	0.506694879002257	5.49111830906479	4.54542433624997e-07	1.58705847893189e-06
ENSG00000184454	NCMAP	1.76825395867417	4.91285580823104	4.65001282255528e-06	1.38278915259612e-05
ENSG00000133226	SRRM1	-0.850467950271588	-5.50753901362864	4.24828324156787e-07	1.49067242687407e-06
ENSG00000169504	CLIC4	-0.672796087579308	-5.58926694991595	3.03088453085021e-07	1.08359970770242e-06
ENSG00000020633	RUNX3	1.16773996238352	4.91681499625877	4.5783807745484e-06	1.36417059813075e-05
ENSG00000117614	SYF2	0.304968653305735	4.36149230388039	3.80010506932814e-05	9.79336363991088e-05
ENSG00000117616	RSRP1	-0.0621164035285915	-0.334226050572763	0.739079982469557	0.782603257747819
ENSG00000272432		1.38724969220472	6.89305977269214	1.11964510846464e-09	5.85633687573872e-09
ENSG00000204178	MACO1	-0.0166301111864797	-0.28836663671907	0.773808845942952	0.81150846492081
ENSG00000157978	LDLRAP1	0.244537078773889	2.75634444551911	0.00723118486248675	0.0125409005904354
ENSG00000117643	MAN1C1	-0.264251500368207	-2.67083842115201	0.00915599723428006	0.0155793456867051
ENSG00000162430	SELENON	-0.95546074068065	-10.0080295757722	8.92637008991007e-16	1.1184608493253e-14
ENSG00000117640	MTFR1L	-0.10084264512592	-1.50915817647065	0.135181626312176	0.177876136816727
ENSG00000182749	PAQR7	-0.429486770090851	-4.01604414903885	0.000132331622091504	0.000311893024729441
ENSG00000117632	STMN1	0.744431969547599	4.47360288489548	2.50486360011876e-05	6.62700962710168e-05
ENSG00000158006	PAFAH2	0.180033401778632	1.92684372710404	0.0575350430574761	0.0826712343119404
ENSG00000158008	EXTL1	2.7781440810451	9.38156381453546	1.50794181506663e-14	1.58797325934608e-13
ENSG00000158014	SLC30A2	-0.197100370228564	-0.681942974255776	0.49723653006988	0.558341504087831
ENSG00000158022	TRIM63	0.0570194415216516	0.419443671979785	0.676011483292513	0.72612444970692
ENSG00000175087	PDIK1L	0.190040060381537	1.6147376338507	0.11028875582791	0.148302990117177
ENSG00000142675	CNKSR1	-1.61299790144779	-7.52023397220146	6.849372953559e-11	4.25929525519465e-10
ENSG00000236155	ZPLD2P	-0.289520806068908	-1.15398436054425	0.251928234959229	0.309060192891805
ENSG00000130695	CEP85	-0.927276200816837	-3.96281471547969	0.000159556608701682	0.000370533258658541
ENSG00000142669	SH3BGRL3	-0.704933337910995	-4.4265037690146	2.9862366084019e-05	7.82746208855665e-05
ENSG00000158062	UBXN11	-1.56672504811325	-12.6614741244384	7.85403442028297e-21	2.00943600634744e-19
ENSG00000169442	CD52	1.48295020641501	5.98819439445398	5.68099406818945e-08	2.26901909973003e-07
ENSG00000176083	ZNF683	2.9571933315398	6.19117593377566	2.38746787181486e-08	1.01418306306822e-07
ENSG00000117682	DHDDS	-0.343329119500116	-3.80944837085304	0.00027132380758564	0.000605687449474874
ENSG00000198830	HMGN2	1.30198614599368	14.6854352344427	1.84129267592673e-24	7.9781429751767e-23
ENSG00000117676	RPS6KA1	1.77276708380478	16.129438669898	6.48828346244727e-27	4.05351737058566e-25
ENSG00000117713	ARID1A	-0.391804922533499	-5.89620254083277	8.38835485126775e-08	3.27345677984394e-07
ENSG00000060642	PIGV	-0.58150729900741	-6.00361122910648	5.32075286464088e-08	2.13529586130434e-07
ENSG00000204160	ZDHHC18	0.684703766160796	7.6929841643706	3.1513189599195e-11	2.05978181360772e-10
ENSG00000142751	GPN2	-0.0701089241485358	-0.982017796851494	0.32903945230227	0.390843466866298
ENSG00000198746	GPATCH3	-0.0935200901745246	-1.31170763365573	0.193355194164485	0.244621547331389
ENSG00000090273	NUDC	0.0383865101905663	0.349006552122459	0.727997529249436	0.773123245800002
ENSG00000131910	NR0B2	0.543703622136508	2.78150480922332	0.00673976784574685	0.0117478019340866
ENSG00000253368	TRNP1	0.339648436806926	3.28843880431773	0.00149638338196868	0.00293293763119849
ENSG00000158246	TENT5B	-1.59046379432125	-7.66067225547802	3.64444118266716e-11	2.363695507754e-10
ENSG00000090020	SLC9A1	-0.253508238866826	-2.10216532472833	0.0386710317094488	0.0578053509365547
ENSG00000214973	CHCHD3P3	3.83023679363846	9.60780214575072	5.42180683586241e-15	5.9938855489139e-14
ENSG00000142784	WDTC1	-0.357790305255576	-5.15324912950963	1.79304740483496e-06	5.70851214547125e-06
ENSG00000186501	TMEM222	0.250821756464737	2.94910261413758	0.00417279993268013	0.00756091308454871
ENSG00000142765	SYTL1	0.555493240446199	2.39873852822746	0.0187687240978503	0.0298450931789186
ENSG00000142733	MAP3K6	-0.810647224630034	-3.79218390345839	0.000287811787469804	0.000639095375978576
ENSG00000142748	FCN3	-1.79866527708754	-5.86181141657456	9.69883940361209e-08	3.74137883025036e-07
ENSG00000181773	GPR3	-1.83771526903551	-5.85038690962658	1.01773256617059e-07	3.91359399622198e-07
ENSG00000009780	FAM76A	-0.102948413910358	-1.26141382312206	0.21081050875744	0.264117783194658
ENSG00000117758	STX12	-0.106441782239604	-1.34307964074569	0.183028500986126	0.233137868681427
ENSG00000117751	PPP1R8	0.0968836610419181	1.81872853594708	0.0726795846549016	0.10205228738079
ENSG00000130775	THEMIS2	-0.305525921014738	-1.66521812394694	0.0997648236239832	0.135521957010249
ENSG00000117748	RPA2	0.307409872009631	4.09572583199798	9.97438129998085e-05	0.000239285389571964
ENSG00000158156	XKR8	0.647007957766082	8.23547687379066	2.71965964036421e-12	2.10671674102492e-11
ENSG00000158161	EYA3	0.35451840791553	3.80934336774523	0.000271421306460617	0.000605804418142075
ENSG00000169403	PTAFR	-0.508125353564473	-2.45112669493393	0.0164116023126743	0.0264253946612133
ENSG00000126698	DNAJC8	0.365876046024032	6.11769369272227	3.27110750650646e-08	1.35567775462496e-07
ENSG00000130770	ATP5IF1	0.871492412759205	6.47715186633609	6.93603111953969e-09	3.21812677021268e-08
ENSG00000270605		0.195709514029807	0.901117117050362	0.370219748003578	0.433170004806974
ENSG00000130766	SESN2	-0.0451728391116386	-0.237826668168107	0.812621080888133	0.844652014070245
ENSG00000130772	MED18	-0.557709561087184	-5.59020251570711	3.01915809536457e-07	1.07969466285775e-06
ENSG00000204138	PHACTR4	-0.303983715748222	-3.36758973607523	0.00116613671812691	0.00232915217812352
ENSG00000180198	RCC1	-0.626244857364953	-4.17729708017069	7.44386992209385e-05	0.000182789873480008
ENSG00000242125	SNHG3	-0.491490893889325	-2.65589639888997	0.00953667469689765	0.0161554564924617
ENSG00000180098	TRNAU1AP	-0.0624788907815457	-0.840607295741633	0.403063075904025	0.466598572398764
