gene	HGNC.symbol	Chimp.Mean.Expression	Human.Mean.Expression	Chimp.Overdispersion	Human.Overdispersion	Chimp.Mean.Adjusted.Dispersion	Human.Mean.Adjusted.Dispersion	Chimp.SE	Human.SE	P	q.value
ENSG00000158292	GPR153	-19.8419667578121	-18.8679311743294	1.0896847484572	0.489124423712197	1.76339888352143	1.51098313390226	0.46549528306049115	0.21331557004296564	0.429	0.348194204124017
ENSG00000097021	ACOT7	-19.7610009190851	-19.1222460138111	0.232141877929504	0.24005411364457999	0.26086200446968	0.741865600901675	0.1832004285599635	0.2845645726402102	0.1997	0.23789167132599306
ENSG00000215788	TNFRSF25	-19.1978558807796	-18.8238337241879	0.869163681727928	0.441509074835471	1.83525969557194	1.417608035232	0.14459470605712785	0.2444631256059784	0.0949	0.16147320184883235
ENSG00000171680	PLEKHG5	-18.9170624150494	-18.7454680852302	0.0979128665934413	0.230531399705631	-0.247884819654079	0.783125617367044	0.2904465067327637	0.2087406399746942	0.0049	0.03003350047784821
ENSG00000162408	NOL9	-19.6502341265934	-19.4573047280959	0.117840828825482	0.0466576101503053	-0.359553168544036	-1.00219924621399	0.2044570883564738	0.24020908994023035	0.0282	0.08298376328620405
ENSG00000204859	ZBTB48	-19.0550336247194	-19.2150253573525	0.244437146295505	0.139933196134672	0.6203575838834	0.176392165869123	0.1642316667804087	0.22242789083542125	0.1193	0.18163230033759906
ENSG00000162413	KLHL21	-17.6061370581348	-17.3541721880169	0.11294378116707	0.117587828785996	0.108627745079061	0.203105937321342	0.28989301958072655	0.22300937302591908	0.786	0.46026635925962217
ENSG00000116273	PHF13	-19.0970469092034	-19.1692723493978	0.12433381972274	0.0802965169938193	-0.0708763925076008	-0.365845388885611	0.6610442357603062	0.21846125394098911	0.662	0.42683413151322813
ENSG00000041988	THAP3	-18.2940562329126	-18.9401251311424	0.0709197948031396	0.10769855978607	-0.417952656965408	-0.0176940453323686	0.2075416445575095	0.24195782441471916	0.1052	0.17030757373469996
ENSG00000007923	DNAJC11	-18.0408401301588	-17.8227964242698	0.0732211626046367	0.110531568173396	-0.34745715048813	0.138913709311667	0.2228757567859316	0.20287967827859574	0.0761	0.14445050113507735
ENSG00000171735	CAMTA1	-18.7485202927274	-19.0168440609632	0.0287180434813111	0.0509562162130168	-1.42316101249958	-0.783152313344859	0.18633628647324676	0.28468008251221705	0.0207	0.07002219119208727
ENSG00000049245	VAMP3	-16.6101670724217	-17.2410030543288	0.0268312027501403	0.0409395359521679	-1.29338823613228	-0.848411784877012	0.22253702004195167	0.30507179171721516	0.0445	0.10836724904307708
ENSG00000049246	PER3	-19.3409925963077	-19.5287554913292	0.227534591794819	0.265244811164055	0.436857341451333	0.71054138410726	0.19891945091924687	0.2596495803181334	0.3633	0.321424857680609
ENSG00000116288	PARK7	-17.4128337338307	-16.2103928019396	0.0500803776838626	0.0408545299156794	-0.700860028373324	-0.857560668523535	0.3160050349533896	0.2496694240283917	0.4947	0.3718121234332837
ENSG00000116285	ERRFI1	-18.4562017863883	-18.7865756942682	1.03581556669067	0.132116805688238	2.23712437747909	0.218506655392909	0.7861648222426256	0.19711505335467824	0.0542	0.12008266124415477
ENSG00000142599	RERE	-18.7865576574704	-18.048954803048	0.142072976796651	0.245339422023784	0.164508867987516	0.931008355609732	0.20767312004922997	0.20065843522377136	0.0082	0.041192024238814975
ENSG00000074800	ENO1	-16.6285203692652	-16.2870299449747	0.074430397751712	0.200654828329387	-0.273137097917479	0.736764635255641	0.25649066709833535	0.22236698620627227	0.0274	0.08153674074218177
ENSG00000142583	SLC2A5	-18.8770036721417	-20.7957669600233	0.249197668409954	0.536154563301582	0.69895552969054	0.7728438512728	0.2018485782261281	0.1942714999397181	0.7749	0.4568786669913934
ENSG00000180758	GPR157	-19.6048480565362	-19.5326184992038	0.274950765885259	0.283208131933726	0.510117149901121	0.774718240803087	0.15366155581913374	0.2116485914234071	0.324	0.3031741126367001
ENSG00000228526	MIR34AHG	-21.3531559675043	-20.7039536271851	0.752537985149187	0.477826087554673	0.529831515440187	0.708810873727744	0.328374878819128	0.1576312620137123	0.4964	0.37219493340296383
ENSG00000049239	H6PD	-18.8447595980468	-18.086849669453	0.0997493132823281	0.108503541909237	-0.206670689515153	0.112411495429392	0.3432752990920787	0.23548746226584466	0.2312	0.2572776645649853
ENSG00000171621	SPSB1	-19.0995650699309	-18.7679529120842	0.623475163299555	0.244751471075329	1.54053339611137	0.838685095605944	0.23536862288039165	0.17761333958797734	0.0132	0.05400188851110529
ENSG00000171612	SLC25A33	-19.6301463272617	-19.9440191182086	0.0697764364472588	0.160987410251866	-0.873569370767105	0.0242741350713265	0.3420514234949736	0.233659135698097	0.0168	0.061717193289644125
ENSG00000188807	TMEM201	-18.9471802266918	-18.8578295358492	0.0390600662872035	0.0416713334014229	-1.17662637827072	-0.949723559848426	0.21863010564628008	0.23119507144351809	0.4645	0.36134093362628084
ENSG00000171608	PIK3CD	-19.9572264300609	-19.9850249104229	0.350863324280198	0.241391703755574	0.567230977253781	0.408725219865885	0.2703613378976471	0.15676757159112928	0.6322	0.41753570562279646
ENSG00000171603	CLSTN1	-17.8264548788974	-17.3754979647051	0.0610814389688952	0.0346586196279116	-0.50973516387405	-1.01931213830354	0.19701347777322123	0.21507467924016244	0.0383	0.09931800432745254
ENSG00000178585	CTNNBIP1	-17.4657422017715	-17.4588978780146	0.0867546398068262	0.112024115437566	-0.153223451084631	0.150820551844844	0.2547917639345543	0.21302638492786488	0.3494	0.3157482658459413
ENSG00000162441	LZIC	-18.5159282057347	-18.5237962943642	0.0270390399040241	0.0478676128804725	-1.42072443864885	-0.752467161857213	0.3181652748366779	0.22004022186749564	0.091	0.1579137875238434
ENSG00000173614	NMNAT1	-18.6852721023192	-18.8403531079316	0.0552810819175036	0.062270991827107	-0.75014023422488	-0.544448845970108	0.2851146883899017	0.3037833471481687	0.6337	0.41807291692748927
ENSG00000162444	RBP7	-16.8461509498783	-16.9407449261761	0.566243386836399	0.346391855888553	1.75304620856267	1.29210781768034	0.2572637279449776	0.31674484246244033	0.211	0.24522754856868298
ENSG00000130939	UBE4B	-18.5050303580947	-18.2077566583475	0.0458733421086877	0.0924418764141741	-0.88975822061676	-0.0602650511128142	0.24063616798200593	0.22003405623104025	0.0113	0.04930885983093939
ENSG00000054523	KIF1B	-18.2987567786142	-18.368031614538	0.0604426623323763	0.0659082524533839	-0.578488385733123	-0.414810664623556	0.3475392670909624	0.2253220147972016	0.685	0.43244358900850255
ENSG00000142657	PGD	-18.3001509613719	-17.9650533081012	0.0708314809917728	0.111564075073441	-0.420082566497891	0.146804819992637	0.24762801303290774	0.197354352669089	0.1144	0.17771301402502582
ENSG00000160049	DFFA	-18.8737535794729	-18.7595111955028	0.0303508483835181	0.0440448518624267	-1.40545316791	-0.874726706199188	0.2793616306519356	0.24585049521688662	0.1991	0.23746486010344267
ENSG00000142655	PEX14	-18.4712648711994	-18.3435775861219	0.026428295586303	0.0262577187302015	-1.43428892616811	-1.33261987761689	0.2653944902033757	0.35816435109220673	0.8062	0.4648126013160709
ENSG00000130940	CASZ1	-18.8682685165572	-18.7387017382579	0.0781560713122663	0.114995936108538	-0.457864693145163	0.0889117612156798	0.230493710337357	0.18243952494936622	0.0677	0.13483257245678487
ENSG00000272078		-21.3179600458049	-20.6890256028908	0.832363468977654	0.478105474099919	0.649711443304485	0.717801862400467	0.20641602003656676	0.20168072314835997	0.7812	0.45901898850623224
ENSG00000171824	EXOSC10	-18.0575493509501	-18.0486250259096	0.0732241629116747	0.134847121119544	-0.350013728407972	0.33252825503934	0.33927269619122286	0.4222446881491959	0.2452	0.2641376548470322
ENSG00000198793	MTOR	-18.762466730184	-18.5570902990579	0.0446661534894097	0.0864787260691538	-0.98553286103299	-0.16552599693502	0.2480900394888887	0.18625386324768406	0.0045	0.02865441117019191
ENSG00000171819	ANGPTL7	-19.8727286450452	-21.209047676436	0.788172469086333	0.820354050154902	1.42267665189862	0.984007787720991	0.19485463053699212	0.2904723142668231	0.2075	0.2428918597915842
ENSG00000120942	UBIAD1	-19.4831309211373	-19.3106057601591	0.0493956217208022	0.0265990314104842	-1.1512025589222	-1.51395345137461	0.26871830052080975	0.3022217292971167	0.3533	0.3171472173271
ENSG00000204624	DISP3	-25.7736082208241	-23.2581908651372	4.1253424794977	1.53886453185074	0.339419954945429	0.833277373763283	0.5335920231561743	0.8670044025182092	0.5976	0.40726689799560056
ENSG00000116661	FBXO2	-19.0779077942349	-20.0144386521485	0.154478999493124	0.343862432551371	0.153217514208481	0.747888845146776	0.22798988064633818	0.33001549534409935	0.041	0.10362344943575467
ENSG00000132879	FBXO44	-17.6823549179553	-18.5214539654919	0.12891864563899	0.127969559700147	0.240382888719304	0.23119203517395	0.235252130917232	0.1872899602093548	0.9769	0.5068808378843003
ENSG00000116663	FBXO6	-18.3419030934764	-18.9369150789119	0.0597039397159725	0.109134566684309	-0.597182623609158	-0.00374926639179352	0.22352767594623174	0.25786439549056706	0.04	0.10195787517933372
ENSG00000116670	MAD2L2	-18.4950077995049	-18.7855789961481	0.0398664946816054	0.170433300628324	-1.02799039277436	0.473359499455946	0.22054692716780933	0.25888559910748926	1e-4	0.0023391356057299523
ENSG00000177674	AGTRAP	-18.448650820675	-18.290869897241	0.204367995742208	0.26583699597865	0.615519255077373	0.987589420075731	0.20191548655330918	0.20790135167749793	0.2284	0.2560678517615324
ENSG00000177000	MTHFR	-18.9435682283783	-18.5601615817289	0.103712581095956	0.149018003465627	-0.198921248731612	0.378209037094063	0.33518109502322596	0.22486352951118438	0.0689	0.13639301759075806
ENSG00000011021	CLCN6	-19.2941363107362	-18.6933291329143	0.0769934409111247	0.10582589119745	-0.627290983693877	0.0141650490936804	0.1770217830306227	0.19217176819703854	0.0211	0.07061116212450212
ENSG00000242349	NA	-18.9965548596688	-20.0260390148285	5.29914557805783	0.708443748105949	3.71708413481061	1.46498726439794	0.606055137720357	0.3005153246011471	2e-4	0.003687430928067592
ENSG00000175206	NPPA	-13.4520208143763	-15.5207729892288	4.32422904860656	1.56096900412915	3.4784607485937	2.74716803540593	0.26863598513436254	0.2128065356533573	0.0302	0.08624882564848464
ENSG00000120937	NPPB	-13.5040784221421	-13.8018487843135	2.38100924948257	3.36472939892058	2.88975613586705	3.34350229580992	0.2980493606838017	0.171169530183423	0.1416	0.19796534035531652
ENSG00000083444	PLOD1	-17.2721113668645	-17.2081425925773	0.422470008430734	0.169330856937559	1.44064443076772	0.572208590466703	0.32094204697945805	0.15903577780747433	0.0352	0.09474460491811403
ENSG00000116688	MFN2	-15.4529642372267	-15.346662846131	0.126587279245749	0.095360765588595	0.205622452183679	-0.0613374455050413	0.21970599142594133	0.188565049466288	0.4096	0.3404451578045137
ENSG00000116691	MIIP	-18.5517988267418	-18.3817331662177	0.176655835909254	0.213125152840979	0.447917053812617	0.757386387550977	0.20140495332207634	0.21998758043571243	0.3229	0.3029057765714354
ENSG00000028137	TNFRSF1B	-17.7524402756171	-18.0754332875236	0.326226946585318	0.187498658914796	1.16782150957496	0.660298013730878	0.30002658985114716	0.44767757705874395	0.3	0.29206081600422107
ENSG00000048707	VPS13D	-19.055867235607	-18.2113017869639	0.0443840341724049	0.192126568011248	-1.08601849449698	0.670938494835864	0.19472195292092775	0.17929245962497456	1e-4	0.0023391356057299523
ENSG00000162496	DHRS3	-16.9674386164803	-17.5050708283236	0.108748482443796	0.073397132909513	0.0994071931645903	-0.272908402032118	0.2035759710761759	0.18748203130686536	0.2147	0.24761101773899866
ENSG00000162494	LRRC38	-23.9516931020433	-21.257909420916	4.10233967194228	1.62853530568558	1.02740582676767	1.64587691387705	0.5428996470461167	0.49170424131920754	0.1725	0.22041854746301473
ENSG00000162493	PDPN	-20.4530340692414	-18.565421012406	0.921301028154144	0.309472718050938	1.25387144656916	1.10826225868526	0.2947892711825476	0.40493391067252116	0.6409	0.4200280718839757
ENSG00000116731	PRDM2	-19.4180034511861	-18.9741417891405	0.0513182148696808	0.0444917232991153	-1.08498497310318	-0.909217088775477	0.1786727093575922	0.18036212232808696	0.5409	0.3886439722487954
ENSG00000189337	KAZN	-21.5552363140617	-21.2237552262779	0.817341050227677	0.287630013123538	0.504772703004603	-0.0712579675936229	0.2870249409338674	0.305064405522251	0.107	0.17168578601272244
ENSG00000171729	TMEM51	-19.5166362487615	-19.6426694214274	0.218551928266794	0.0776652755125657	0.321395732509533	-0.560518697478057	0.2098887953598259	0.2914065904163356	0.0244	0.07644657485769651
ENSG00000142634	EFHD2	-18.194918362894	-17.9722831719738	0.287103618990328	0.196987478136851	0.994538577102039	0.715121324004973	0.1926632636601569	0.3122638768763447	0.4434	0.3535793560115033
ENSG00000132906	CASP9	-19.7737377185598	-19.2187138110207	0.28899999325626	0.078229571748114	0.473121441575067	-0.40622692055797	0.25674070644733127	0.1796704370853541	7e-4	0.008228959105285883
ENSG00000116138	DNAJC16	-19.6815675576588	-19.5471655601832	0.0526401710133837	0.0268329745548627	-1.18133378272403	-1.58691439488308	0.2568049003891151	0.31676520225587246	0.3091	0.2961820869791719
ENSG00000197312	DDI2	-18.9570784783652	-19.1988134334124	0.0391017452331303	0.0706574121548313	-1.1788161939319	-0.502151674844811	0.2524844499130855	0.20071340112002298	0.0125	0.05254476375952063
ENSG00000116786	PLEKHM2	-16.4647954029874	-16.6515151455685	0.036753155901872	0.0541974741152968	-0.979427174879919	-0.563709327665695	0.3231843535838889	0.23640732841512746	0.2503	0.266831156071271
ENSG00000162461	SLC25A34	-18.0614030542744	-18.2070612866544	0.597228802755879	0.400637476459024	1.74813399752086	1.40628471153391	0.1982428721178871	0.2134921054566456	0.2238	0.2535979127983767
ENSG00000162458	FBLIM1	-17.9876731138246	-18.1273019963109	0.0943627113448861	0.108743348673418	-0.0867692584347264	0.110894841007758	0.22694721081202496	0.2386918640844267	0.5416	0.38883129570375047
ENSG00000233954	UQCRHL	-21.9444626400183	-18.5700802903186	0.0859195330496211	0.073038867384175	-1.94708286913776	-0.33628749390872	0.49886623719663076	0.24203036042971302	4e-4	0.005730882234038384
ENSG00000179743		-20.4164008150667	-19.763550741779	0.119421346800155	0.0650969430209541	-0.767196554394716	-0.791357629632922	0.215851214283033	0.23008484928413134	0.9308	0.4956764921892142
ENSG00000065526	SPEN	-18.8805165473285	-18.7111333438093	0.20041955687702	0.100757816575246	0.480024436489592	-0.0381458253905977	0.39571401297941466	0.23999081468345454	0.2316	0.2575839793650229
ENSG00000116809	ZBTB17	-18.4569385201671	-18.514362478202	0.0967677314096796	0.0829181266166451	-0.133646029994231	-0.201829535307961	0.14408260563202102	0.22144616810632667	0.7742	0.4567008775699965
ENSG00000183888	SRARP	-19.7509982479082	-20.2060248631311	1.53349682896654	0.790180337391858	2.1541516478727	1.48667516102843	0.3172165417602159	0.3181321001336535	0.1372	0.1950253102546671
ENSG00000173641	HSPB7	-13.3825758735705	-13.192459970801	0.136571703994778	0.0747310428946621	0.012613840254337	-0.538361304178777	0.19508691265096517	0.18231094579213325	0.0825	0.15069252089503318
ENSG00000184908	CLCNKB	-21.8756672617901	-20.2420796447182	0.431046931583722	0.271998241758347	-0.299816557179881	0.401705023887055	0.41542142743242416	0.31544749395938226	0.0315	0.08852772719519857
ENSG00000142627	EPHA2	-18.6912339423721	-18.4970474293567	0.342098532545253	0.140534827897365	1.07083949405612	0.327956907941481	0.238498587893082	0.2546518640072095	0.0246	0.07686308203035579
ENSG00000142632	ARHGEF19	-19.962162195208	-20.1229279987621	0.393733081614078	0.253653254889983	0.679827145058048	0.391416673640618	0.23417913657679573	0.23919693148708285	0.4007	0.3368338116874485
ENSG00000132881	CPLANE2	-18.2651831069872	-19.6615125734794	0.104910702339534	0.105301738226389	-0.0222482508050232	-0.264039996207267	0.2425918045822044	0.36613921619690987	0.3373	0.3094492920289989
ENSG00000037637	FBXO42	-19.0257766535536	-19.0305367574817	0.0417166942955472	0.0323312856567856	-1.13737948065816	-1.24120544473708	0.24620025763619202	0.3543884631170328	0.7901	0.4612533161066615
ENSG00000055070	SZRD1	-17.0349990044008	-17.0967943434139	0.0347142239511514	0.0436493046466972	-1.04515770990305	-0.781111007578341	0.3049445996978973	0.19736385132191994	0.4245	0.3462997053945964
ENSG00000157191	NECAP2	-18.1917476946105	-18.3901806996448	0.217960549500595	0.166984145364842	0.719470549984106	0.512521565127527	0.20699102538822126	0.3059117573157666	0.5483	0.3915369199132306
ENSG00000080947	CROCCP3	-20.421296976653	-20.7692430131108	0.803556188530909	0.38688371333048	1.13625220247455	0.461202206776083	0.21028237795636423	0.19918865792276466	0.0619	0.12852956894455647
ENSG00000215908	CROCCP2	NA	-19.0301781038761	NA	0.247386772802885	NA	0.793794221022	NA	0.2945596421818799	NA	NA
ENSG00000058453	CROCC	-19.4460400306062	-19.248835899693	0.356707891189458	0.201457179391246	0.84186245374791	0.530515494732803	0.16505672730473503	0.22210498127917824	0.2345	0.2586894867915304
ENSG00000117122	MFAP2	-20.3543717818433	-20.1815449672914	0.553909709371442	0.84000373075033	0.80413577476281894	1.56015452940703	0.24161850325043951	0.2886116398110545	0.0645	0.13107868939555875
