ONTOLOGY	ID	Description	setSize	enrichmentScore	NES	pvalue	p.adjust	qvalues	rank	leading_edge
BP	GO:0033045	regulation of sister chromatid segregation	50	-0.5826734263152177	-2.193557677572005	1.8363112180252308e-5	0.002402995734682571	0.0021547330174541573	1379	tags=34%, list=13%, signal=30%
BP	GO:1905818	regulation of chromosome separation	38	-0.6107799103520394	-2.167134524062833	1.851611828096358e-5	0.002402995734682571	0.0021547330174541573	1014	tags=42%, list=9%, signal=38%
BP	GO:0007091	metaphase/anaphase transition of mitotic cell cycle	36	-0.6116617069455877	-2.1432504360713707	1.853396348809193e-5	0.002402995734682571	0.0021547330174541573	1014	tags=42%, list=9%, signal=38%
BP	GO:0010965	regulation of mitotic sister chromatid separation	36	-0.6116617069455877	-2.1432504360713707	1.853396348809193e-5	0.002402995734682571	0.0021547330174541573	1014	tags=42%, list=9%, signal=38%
BP	GO:0044784	metaphase/anaphase transition of cell cycle	36	-0.6116617069455877	-2.1432504360713707	1.853396348809193e-5	0.002402995734682571	0.0021547330174541573	1014	tags=42%, list=9%, signal=38%
BP	GO:0043368	positive T cell selection	18	0.7157123860415989	2.1495166173468747	2.1147908471852134e-5	0.002402995734682571	0.0021547330174541573	1418	tags=61%, list=13%, signal=53%
BP	GO:0033077	T cell differentiation in thymus	49	0.5458409892708975	2.102729673326198	2.19264586576622e-5	0.002402995734682571	0.0021547330174541573	2238	tags=51%, list=21%, signal=41%
BP	GO:0042035	regulation of cytokine biosynthetic process	57	0.5438036388643175	2.1635267401355014	2.209114807696556e-5	0.002402995734682571	0.0021547330174541573	2607	tags=56%, list=24%, signal=43%
BP	GO:0060337	type I interferon signaling pathway	56	0.6427844480519886	2.5456147381776613	2.212781023189945e-5	0.002402995734682571	0.0021547330174541573	2364	tags=70%, list=22%, signal=55%
BP	GO:0071357	cellular response to type I interferon	56	0.6427844480519886	2.5456147381776613	2.212781023189945e-5	0.002402995734682571	0.0021547330174541573	2364	tags=70%, list=22%, signal=55%
BP	GO:0034340	response to type I interferon	59	0.6202382900769644	2.4838174289495734	2.219509488403063e-5	0.002402995734682571	0.0021547330174541573	2364	tags=68%, list=22%, signal=53%
BP	GO:0042089	cytokine biosynthetic process	64	0.536435613939368	2.1838901832886783	2.2282632915905342e-5	0.002402995734682571	0.0021547330174541573	2489	tags=53%, list=23%, signal=41%
BP	GO:0042107	cytokine metabolic process	64	0.536435613939368	2.1838901832886783	2.2282632915905342e-5	0.002402995734682571	0.0021547330174541573	2489	tags=53%, list=23%, signal=41%
BP	GO:0060333	interferon-gamma-mediated signaling pathway	66	0.572378517359311	2.345944934556744	2.2298035543068657e-5	0.002402995734682571	0.0021547330174541573	2858	tags=59%, list=27%, signal=44%
BP	GO:0045580	regulation of T cell differentiation	92	0.5040877650598548	2.1976148259858346	2.2765560260438008e-5	0.002402995734682571	0.0021547330174541573	1418	tags=35%, list=13%, signal=30%
BP	GO:1902107	positive regulation of leukocyte differentiation	96	0.4407105825251329	1.935092218114797	2.2882771561291503e-5	0.002402995734682571	0.0021547330174541573	2924	tags=46%, list=27%, signal=34%
BP	GO:0045619	regulation of lymphocyte differentiation	108	0.4736748026438484	2.123534627569571	2.2974245870379304e-5	0.002402995734682571	0.0021547330174541573	1418	tags=32%, list=13%, signal=28%
BP	GO:0071346	cellular response to interferon-gamma	108	0.48680833980161403	2.182413674504978	2.2974245870379304e-5	0.002402995734682571	0.0021547330174541573	2791	tags=51%, list=26%, signal=38%
BP	GO:0034341	response to interferon-gamma	120	0.47421122707724733	2.1633718735873657	2.3176582381162073e-5	0.002402995734682571	0.0021547330174541573	2887	tags=52%, list=27%, signal=39%
BP	GO:0050870	positive regulation of T cell activation	128	0.44296073337692116	2.042737514956174	2.3256354798948812e-5	0.002402995734682571	0.0021547330174541573	2607	tags=41%, list=24%, signal=32%
BP	GO:0002449	lymphocyte mediated immunity	132	0.41405470703096225	1.9171287553888385	2.3365577830739753e-5	0.002402995734682571	0.0021547330174541573	2824	tags=48%, list=26%, signal=36%
BP	GO:1903039	positive regulation of leukocyte cell-cell adhesion	137	0.42996476042173926	2.0022381973385723	2.3421397789020048e-5	0.002402995734682571	0.0021547330174541573	3261	tags=51%, list=30%, signal=36%
BP	GO:0050852	T cell receptor signaling pathway	138	0.41075922944773857	1.914687754843929	2.3422494964163582e-5	0.002402995734682571	0.0021547330174541573	2146	tags=36%, list=20%, signal=29%
BP	GO:0030217	T cell differentiation	156	0.45726671607178715	2.168878167414376	2.3734364987064772e-5	0.002402995734682571	0.0021547330174541573	1860	tags=35%, list=17%, signal=30%
BP	GO:0022409	positive regulation of cell-cell adhesion	160	0.395487079979728	1.8825330910680917	2.376369382856871e-5	0.002402995734682571	0.0021547330174541573	2607	tags=38%, list=24%, signal=29%
BP	GO:0050851	antigen receptor-mediated signaling pathway	160	0.4030567117228406	1.9185648174252192	2.376369382856871e-5	0.002402995734682571	0.0021547330174541573	2146	tags=35%, list=20%, signal=28%
BP	GO:0051251	positive regulation of lymphocyte activation	167	0.39281376432092424	1.8803394141020708	2.388744237154528e-5	0.002402995734682571	0.0021547330174541573	2729	tags=42%, list=25%, signal=32%
BP	GO:1902105	regulation of leukocyte differentiation	172	0.41559324491080984	1.9979189719534087	2.389029576186153e-5	0.002402995734682571	0.0021547330174541573	2510	tags=40%, list=23%, signal=31%
BP	GO:0001818	negative regulation of cytokine production	175	0.37755827264345326	1.8193875674569475	2.392058366224136e-5	0.002402995734682571	0.0021547330174541573	2399	tags=42%, list=22%, signal=33%
BP	GO:1903037	regulation of leukocyte cell-cell adhesion	188	0.39551159589536733	1.9245651321676644	2.4117306579201234e-5	0.002402995734682571	0.0021547330174541573	2607	tags=39%, list=24%, signal=30%
BP	GO:0002696	positive regulation of leukocyte activation	190	0.3808124283265814	1.8556482941588037	2.4121378778010952e-5	0.002402995734682571	0.0021547330174541573	2948	tags=44%, list=27%, signal=32%
BP	GO:0050867	positive regulation of cell activation	200	0.37396824127472167	1.8349765275802172	2.4235373951820075e-5	0.002402995734682571	0.0021547330174541573	3055	tags=45%, list=28%, signal=33%
BP	GO:0050863	regulation of T cell activation	201	0.40172378122862507	1.9721769862055067	2.4263599747658564e-5	0.002402995734682571	0.0021547330174541573	2607	tags=40%, list=24%, signal=31%
BP	GO:0002250	adaptive immune response	211	0.43164857615140545	2.1337849784598943	2.4326165223314197e-5	0.002402995734682571	0.0021547330174541573	2146	tags=40%, list=20%, signal=32%
BP	GO:0007159	leukocyte cell-cell adhesion	213	0.3989296375861748	1.9746526707689671	2.4346301796757073e-5	0.002402995734682571	0.0021547330174541573	2607	tags=40%, list=24%, signal=31%
BP	GO:0030098	lymphocyte differentiation	215	0.40230169371988295	1.9925367231433768	2.44081034903588e-5	0.002402995734682571	0.0021547330174541573	1810	tags=32%, list=17%, signal=27%
BP	GO:0098542	defense response to other organism	236	0.3767248353082965	1.888316219447952	2.4562179156534768e-5	0.002402995734682571	0.0021547330174541573	2339	tags=39%, list=22%, signal=31%
BP	GO:0051249	regulation of lymphocyte activation	264	0.36990720838896657	1.8785470614291266	2.4988130637946975e-5	0.002402995734682571	0.0021547330174541573	2729	tags=41%, list=25%, signal=31%
BP	GO:0001819	positive regulation of cytokine production	276	0.3441683215039484	1.7570262807029147	2.5139524360199105e-5	0.002402995734682571	0.0021547330174541573	2412	tags=36%, list=22%, signal=29%
BP	GO:0042110	T cell activation	294	0.40141742781017814	2.064114252965241	2.532479043735913e-5	0.002402995734682571	0.0021547330174541573	2173	tags=35%, list=20%, signal=28%
MF	GO:0004888	transmembrane signaling receptor activity	297	0.3296052615966124	1.6967453675565871	2.5345972524965784e-5	0.002402995734682571	0.0021547330174541573	3012	tags=38%, list=28%, signal=28%
BP	GO:0002521	leukocyte differentiation	316	0.353797590992454	1.8345725949196645	2.5501096547151528e-5	0.002402995734682571	0.0021547330174541573	2941	tags=40%, list=27%, signal=30%
BP	GO:0002694	regulation of leukocyte activation	316	0.3384834246173696	1.7551629249245704	2.5501096547151528e-5	0.002402995734682571	0.0021547330174541573	2607	tags=36%, list=24%, signal=28%
BP	GO:0002757	immune response-activating signal transduction	335	0.32022414736156285	1.670054856377306	2.5708923567370234e-5	0.002402995734682571	0.0021547330174541573	2331	tags=31%, list=22%, signal=25%
BP	GO:0050865	regulation of cell activation	343	0.3226038590338276	1.6864200562963587	2.582911457795227e-5	0.002402995734682571	0.0021547330174541573	2607	tags=35%, list=24%, signal=28%
BP	GO:0002253	activation of immune response	371	0.32862236854216503	1.7318335861223422	2.611443344736636e-5	0.002402995734682571	0.0021547330174541573	2331	tags=31%, list=22%, signal=25%
BP	GO:0046649	lymphocyte activation	413	0.3576532453570139	1.9046305839318665	2.653998248361156e-5	0.002402995734682571	0.0021547330174541573	2173	tags=33%, list=20%, signal=28%
BP	GO:0001817	regulation of cytokine production	432	0.34081644273266565	1.8227510739596313	2.672010688042752e-5	0.002402995734682571	0.0021547330174541573	2412	tags=36%, list=22%, signal=29%
BP	GO:0019221	cytokine-mediated signaling pathway	457	0.32643100230881145	1.75423708622584	2.69092083310909e-5	0.002402995734682571	0.0021547330174541573	2802	tags=39%, list=26%, signal=30%
BP	GO:0050778	positive regulation of immune response	459	0.31632831122443744	1.700396900122246	2.695635765695339e-5	0.002402995734682571	0.0021547330174541573	3078	tags=40%, list=29%, signal=30%
BP	GO:0001816	cytokine production	476	0.3382598037373954	1.8240420650097056	2.7171697959405482e-5	0.002402995734682571	0.0021547330174541573	2447	tags=36%, list=23%, signal=29%
BP	GO:0043207	response to external biotic stimulus	500	0.3177255064243447	1.7210640633888736	2.7441617957794792e-5	0.002402995734682571	0.0021547330174541573	2153	tags=31%, list=20%, signal=26%
BP	GO:0045087	innate immune response	500	0.35776770014704484	1.937965694645867	2.7441617957794792e-5	0.002402995734682571	0.0021547330174541573	2833	tags=43%, list=26%, signal=33%
BP	GO:0051707	response to other organism	500	0.3177255064243447	1.7210640633888736	2.7441617957794792e-5	0.002402995734682571	0.0021547330174541573	2153	tags=31%, list=20%, signal=26%
BP	GO:0007346	regulation of mitotic cell cycle	430	-0.3060235994013674	-1.574879460003764	3.19744204636291e-5	0.0027109006444455087	0.0024308270885866163	1639	tags=22%, list=15%, signal=19%
BP	GO:0044770	cell cycle phase transition	426	-0.30448499709830057	-1.5656430729531579	3.201331754009668e-5	0.0027109006444455087	0.0024308270885866163	2615	tags=34%, list=24%, signal=27%
BP	GO:0044772	mitotic cell cycle phase transition	398	-0.30912547223541714	-1.5795675242857359	3.2212862596034595e-5	0.0027109006444455087	0.0024308270885866163	2362	tags=31%, list=22%, signal=25%
BP	GO:0051225	spindle assembly	63	-0.48800549633529566	-1.9228916745451619	3.632071188595296e-5	0.0029293219704572457	0.0026266824686361264	2408	tags=48%, list=22%, signal=37%
BP	GO:0051306	mitotic sister chromatid separation	38	-0.58930508676969	-2.090938776961976	3.703223656192716e-5	0.0029293219704572457	0.0026266824686361264	1014	tags=32%, list=9%, signal=29%
BP	GO:0030071	regulation of mitotic metaphase/anaphase transition	34	-0.6129576055134888	-2.1207005379863766	3.712641544458882e-5	0.0029293219704572457	0.0026266824686361264	2121	tags=41%, list=20%, signal=33%
BP	GO:1902099	regulation of metaphase/anaphase transition of cell cycle	34	-0.6129576055134888	-2.1207005379863766	3.712641544458882e-5	0.0029293219704572457	0.0026266824686361264	2121	tags=41%, list=20%, signal=33%
BP	GO:0033046	negative regulation of sister chromatid segregation	28	-0.6626517480037027	-2.1867694143596506	3.7520636349992496e-5	0.0029293219704572457	0.0026266824686361264	1379	tags=43%, list=13%, signal=37%
BP	GO:0051985	negative regulation of chromosome segregation	28	-0.6626517480037027	-2.1867694143596506	3.7520636349992496e-5	0.0029293219704572457	0.0026266824686361264	1379	tags=43%, list=13%, signal=37%
BP	GO:0045058	T cell selection	29	0.6320221005628565	2.1563990904638444	4.285408185129634e-5	0.00330588631424286	0.0029643425039994464	2063	tags=59%, list=19%, signal=47%
MF	GO:0003823	antigen binding	37	0.5870329881120708	2.1216875275313702	4.349338900487126e-5	0.0033063434341785085	0.002964752397119131	909	tags=38%, list=8%, signal=35%
BP	GO:0032609	interferon-gamma production	54	0.5234203009560943	2.056721515510222	4.428109639994686e-5	0.0033063434341785085	0.002964752397119131	523	tags=28%, list=5%, signal=27%
BP	GO:0006959	humoral immune response	71	0.5025243874972215	2.087343817152168	4.485612398232669e-5	0.0033063434341785085	0.002964752397119131	2935	tags=48%, list=27%, signal=35%
BP	GO:0046631	alpha-beta T cell activation	85	0.47631951010828233	2.047562255497034	4.528575310207409e-5	0.0033063434341785085	0.002964752397119131	2146	tags=44%, list=20%, signal=35%
CC	GO:0098802	plasma membrane receptor complex	91	0.45849369772778104	1.9950778823568072	4.5411198401525815e-5	0.0033063434341785085	0.002964752397119131	1920	tags=37%, list=18%, signal=31%
BP	GO:0002460	adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains	147	0.38686145654330373	1.8206468708593269	4.7165361758324685e-5	0.0033959060465993773	0.003045061952116401	2802	tags=46%, list=26%, signal=34%
CC	GO:0043235	receptor complex	173	0.3566270352994384	1.7156474353340256	4.7809145889608685e-5	0.0034044314875237834	0.003052706596999884	3003	tags=42%, list=28%, signal=31%
BP	GO:0045765	regulation of angiogenesis	208	0.35766735172682207	1.7638787300560606	4.866890543631674e-5	0.0034087089357095397	0.003056542125587502	2142	tags=29%, list=20%, signal=24%
BP	GO:0002429	immune response-activating cell surface receptor signaling pathway	224	0.34578448134121376	1.7226935542762418	4.892128565138692e-5	0.0034087089357095397	0.003056542125587502	2146	tags=29%, list=20%, signal=23%
BP	GO:1903706	regulation of hemopoiesis	310	0.3129524494649284	1.6192090480943395	5.092427560217956e-5	0.003499222395023328	0.0031377042918337835	1530	tags=23%, list=14%, signal=20%
BP	GO:0001525	angiogenesis	352	0.30190734372056827	1.5826302331668896	5.179602724471033e-5	0.003499222395023328	0.0031377042918337835	2168	tags=27%, list=20%, signal=22%
BP	GO:0002764	immune response-regulating signaling pathway	353	0.3051449916952079	1.6000933810542015	5.184033177812338e-5	0.003499222395023328	0.0031377042918337835	2342	tags=30%, list=22%, signal=24%
BP	GO:0051783	regulation of nuclear division	118	-0.42660448491186814	-1.8771851055705215	5.2783447110986e-5	0.0035261519307132915	0.0031618516337780004	1438	tags=29%, list=13%, signal=25%
BP	GO:2001251	negative regulation of chromosome organization	90	-0.45301926617383853	-1.9054396139620577	5.3584824777622976e-5	0.003543159842438744	0.003177102392830063	1525	tags=29%, list=14%, signal=25%
BP	GO:0051304	chromosome separation	48	-0.5403868929303273	-2.0175904818143566	5.5148072574863506e-5	0.003609692023081975	0.003236760878397093	1014	tags=29%, list=9%, signal=27%
CC	GO:0042101	T cell receptor complex	13	0.7872606401354348	2.1583569774453326	6.262917266862904e-5	0.004058370388927162	0.00363908455927192	1812	tags=85%, list=17%, signal=70%
BP	GO:0042036	negative regulation of cytokine biosynthetic process	19	0.6948239764400966	2.1199657268391587	6.345580303318739e-5	0.004071223798564894	0.0036506100338008795	1719	tags=58%, list=16%, signal=49%
BP	GO:0032623	interleukin-2 production	46	0.5261779646893207	2.000370044238652	6.540222367560497e-5	0.0041549647982149045	0.0037256994291985494	2086	tags=48%, list=19%, signal=39%
BP	GO:0045582	positive regulation of T cell differentiation	56	0.5161370532643899	2.044053949486892	6.638343069569835e-5	0.004155600740825613	0.0037262696701360278	1418	tags=34%, list=13%, signal=30%
BP	GO:0045621	positive regulation of lymphocyte differentiation	62	0.491844763552579	1.9905141329281857	6.669482670460861e-5	0.004155600740825613	0.0037262696701360278	1223	tags=31%, list=11%, signal=27%
BP	GO:0043901	negative regulation of multi-organism process	113	0.41021347821459	1.8528870409571971	6.920415224913495e-5	0.004270884824518043	0.0038296433124333333	2381	tags=42%, list=22%, signal=33%
BP	GO:1901342	regulation of vasculature development	232	0.33818927678630106	1.6923914694725744	7.348798471449917e-5	0.004439402160509051	0.003980750475310261	2142	tags=28%, list=20%, signal=23%
BP	GO:0002697	regulation of immune effector process	233	0.33605591317508143	1.6821366863443172	7.36105999263894e-5	0.004439402160509051	0.003980750475310261	2579	tags=37%, list=24%, signal=29%
BP	GO:0002768	immune response-regulating cell surface receptor signaling pathway	241	0.3282176518290361	1.6491964626116777	7.399003600848419e-5	0.004439402160509051	0.003980750475310261	2146	tags=28%, list=20%, signal=23%
CC	GO:1990234	transferase complex	479	-0.288416275936574	-1.4992774150836359	7.90601331372642e-5	0.004686607248329914	0.004202415856202263	2482	tags=30%, list=23%, signal=25%
BP	GO:0048514	blood vessel morphogenesis	416	0.29882686368699674	1.592853698337768	7.955660452411891e-5	0.004686607248329914	0.004202415856202263	2168	tags=27%, list=20%, signal=22%
MF	GO:0060089	molecular transducer activity	446	0.28998283753658466	1.5552483983138408	8.034279592929834e-5	0.004690282140737416	0.004205711081362987	3012	tags=37%, list=28%, signal=28%
BP	GO:0001944	vasculature development	497	0.27995587660794663	1.515547627370122	8.22548804562404e-5	0.0047590323692539085	0.00426735845975984	2245	tags=27%, list=21%, signal=22%
BP	GO:0002532	production of molecular mediator involved in inflammatory response	46	0.5193964702236361	1.9745888460610828	8.720296490080663e-5	0.0050006655978515665	0.004484027631601794	2289	tags=46%, list=21%, signal=36%
BP	GO:0050000	chromosome localization	44	-0.5579218055882427	-2.042376214725829	9.24624602411421e-5	0.005210058629240007	0.004671787464815601	2166	tags=48%, list=20%, signal=38%
BP	GO:0051303	establishment of chromosome localization	44	-0.5579218055882427	-2.042376214725829	9.24624602411421e-5	0.005210058629240007	0.004671787464815601	2166	tags=48%, list=20%, signal=38%
MF	GO:0038023	signaling receptor activity	418	0.29025733578986224	1.5476668590976597	1.0633772862611655e-4	0.005940245530148579	0.005326535952959741	3012	tags=37%, list=28%, signal=28%
BP	GO:0032729	positive regulation of interferon-gamma production	32	0.5838847301094872	2.038252143236232	1.0815955697845462e-4	0.0059726695067570425	0.005355610084031656	523	tags=34%, list=5%, signal=33%
BP	GO:0032649	regulation of interferon-gamma production	48	0.5139054640803891	1.9696624196891446	1.0964190952349626e-4	0.0059726695067570425	0.005355610084031656	523	tags=27%, list=5%, signal=26%
BP	GO:0033047	regulation of mitotic sister chromatid segregation	43	-0.5525320421330853	-2.0128584517513146	1.1104119628382129e-4	0.0059726695067570425	0.005355610084031656	1379	tags=42%, list=13%, signal=37%
BP	GO:0007094	mitotic spindle assembly checkpoint	23	-0.6623900831589338	-2.083067973031238	1.1337011563751795e-4	0.0059726695067570425	0.005355610084031656	1759	tags=48%, list=16%, signal=40%
BP	GO:0031577	spindle checkpoint	23	-0.6623900831589338	-2.083067973031238	1.1337011563751795e-4	0.0059726695067570425	0.005355610084031656	1759	tags=48%, list=16%, signal=40%
BP	GO:0071173	spindle assembly checkpoint	23	-0.6623900831589338	-2.083067973031238	1.1337011563751795e-4	0.0059726695067570425	0.005355610084031656	1759	tags=48%, list=16%, signal=40%
BP	GO:0071174	mitotic spindle checkpoint	23	-0.6623900831589338	-2.083067973031238	1.1337011563751795e-4	0.0059726695067570425	0.005355610084031656	1759	tags=48%, list=16%, signal=40%
MF	GO:0031491	nucleosome binding	35	-0.5776776895982496	-2.0107965865870074	1.2986049272781242e-4	0.006762474181976303	0.0060638170052808955	2253	tags=60%, list=21%, signal=48%
BP	GO:0032663	regulation of interleukin-2 production	38	0.5548893127834365	2.017855302885265	1.3044896184367867e-4	0.006762474181976303	0.0060638170052808955	1394	tags=39%, list=13%, signal=34%
BP	GO:0045061	thymic T cell selection	15	0.7182149455359598	2.0519533228588247	1.4697545509899848e-4	0.007471167814683414	0.006699292777298968	2063	tags=80%, list=19%, signal=65%
CC	GO:0042611	MHC protein complex	18	0.6874667617669363	2.0646858390484613	1.4803535930296493e-4	0.007471167814683414	0.006699292777298968	3137	tags=83%, list=29%, signal=59%
BP	GO:0033048	negative regulation of mitotic sister chromatid segregation	26	-0.6337775259389952	-2.05384009494996	1.5052873217175327e-4	0.007471167814683414	0.006699292777298968	1379	tags=42%, list=13%, signal=37%
BP	GO:0002287	alpha-beta T cell activation involved in immune response	38	0.5520239636260997	2.0074354590379455	1.5219045548429177e-4	0.007471167814683414	0.006699292777298968	1405	tags=37%, list=13%, signal=32%
BP	GO:0002293	alpha-beta T cell differentiation involved in immune response	38	0.5520239636260997	2.0074354590379455	1.5219045548429177e-4	0.007471167814683414	0.006699292777298968	1405	tags=37%, list=13%, signal=32%
BP	GO:0002294	CD4-positive, alpha-beta T cell differentiation involved in immune response	38	0.5520239636260997	2.0074354590379455	1.5219045548429177e-4	0.007471167814683414	0.006699292777298968	1405	tags=37%, list=13%, signal=32%
BP	GO:0042093	T-helper cell differentiation	38	0.5520239636260997	2.0074354590379455	1.5219045548429177e-4	0.007471167814683414	0.006699292777298968	1405	tags=37%, list=13%, signal=32%
BP	GO:0048525	negative regulation of viral process	65	0.47603483430458626	1.9443343034931055	1.561907311957516e-4	0.00760989427179301	0.006823686871393343	2284	tags=46%, list=21%, signal=37%
BP	GO:0098609	cell-cell adhesion	464	0.2744761068869169	1.4765832121232227	1.6240796881767e-4	0.00785375849207837	0.007042356542604387	2608	tags=32%, list=24%, signal=25%
BP	GO:0009615	response to virus	209	0.3323697411297615	1.6399746975761256	1.7062766605728215e-4	0.008190127970749543	0.007343974398722788	2153	tags=35%, list=20%, signal=28%
BP	GO:0002709	regulation of T cell mediated immunity	34	0.5669684465777889	2.0092754590690487	1.7341541663053845e-4	0.008231891064641577	0.007381422787008042	2546	tags=56%, list=24%, signal=43%
CC	GO:0098797	plasma membrane protein complex	255	0.3162006926389188	1.5994986914340958	1.7403843763208273e-4	0.008231891064641577	0.007381422787008042	1920	tags=27%, list=18%, signal=23%
BP	GO:0002683	negative regulation of immune system process	286	0.3062320979109925	1.5698820314901152	1.7650470258957613e-4	0.008288046904206184	0.007431776951140047	2522	tags=34%, list=23%, signal=27%
BP	GO:1903051	negative regulation of proteolysis involved in cellular protein catabolic process	51	-0.5143220431492562	-1.944006457623752	1.8336511662021417e-4	0.00854824428560423	0.007665092341867341	1548	tags=35%, list=14%, signal=30%
BP	GO:1903708	positive regulation of hemopoiesis	123	0.38723067627117586	1.7731626734551498	1.8587792467297101e-4	0.008603492513434658	0.007714632663118798	2924	tags=41%, list=27%, signal=31%
BP	GO:0032735	positive regulation of interleukin-12 production	20	0.6669939493011281	2.0620617757957005	1.91042241562301e-4	0.008779813654778089	0.007872737390249358	1744	tags=55%, list=16%, signal=46%
BP	GO:0009617	response to bacterium	301	0.3017008875308719	1.5558703828165419	2.0333468889792598e-4	0.009278935099003946	0.008320292681368061	2153	tags=29%, list=20%, signal=24%
BP	GO:0046641	positive regulation of alpha-beta T cell proliferation	11	0.7867255289813204	2.049142870548796	2.0812953982558746e-4	0.00943132460188676	0.008456938239508596	523	tags=64%, list=5%, signal=61%
MF	GO:0042287	MHC protein binding	20	0.6642727715030874	2.053649050720214	2.1226915729144556e-4	0.00955211207811505	0.008565246697724998	2910	tags=85%, list=27%, signal=62%
BP	GO:0001568	blood vessel development	474	0.2737964872545833	1.4762631261134755	2.167727950142257e-4	0.009687501459946088	0.008686648482602729	2245	tags=27%, list=21%, signal=22%
BP	GO:0022407	regulation of cell-cell adhesion	254	0.3126125159511618	1.5805784625295272	2.23641378624854e-4	0.00992600091430859	0.008900507642459943	2607	tags=35%, list=24%, signal=27%
BP	GO:0045785	positive regulation of cell adhesion	266	0.30768367109082473	1.5638689446597267	2.254113757607634e-4	0.009936501462107122	0.008909923338341669	2607	tags=32%, list=24%, signal=25%
BP	GO:0002705	positive regulation of leukocyte mediated immunity	67	0.44581020564598683	1.8323119424695575	2.45711222301644e-4	0.010727307000075488	0.009619027719365935	2920	tags=54%, list=27%, signal=39%
BP	GO:1901987	regulation of cell cycle phase transition	317	-0.3080890486242599	-1.5389290731899439	2.466618430572913e-4	0.010727307000075488	0.009619027719365935	1969	tags=26%, list=18%, signal=22%
